index,subj_idx,stim,movie,rt,response,run,accuracy
1818,355239,Mental,SEDUCING-B.AVI,0.861,1,1,1.0
1819,355239,Random,STAR-A.AVI,0.73,0,1,1.0
1820,355239,Mental,SURPRISING-B.AVI,0.832,1,1,1.0
1821,355239,Random,TENNIS-A.AVI,0.82,0,1,1.0
1822,792867,Mental,Scaring.AVI,0.58,1,1,1.0
1823,792867,Mental,SEDUCING-B.AVI,0.811,1,1,1.0
1824,792867,Random,STAR-A.AVI,0.889,1,1,0.0
1825,792867,Mental,SURPRISING-B.AVI,0.681,1,1,1.0
1826,792867,Random,TENNIS-A.AVI,1.336,0,1,1.0
1827,164939,Mental,COAXING-B.AVI,1.427,1,0,1.0
1828,164939,Random,BILLIARD-A.AVI,1.657,1,0,0.0
1829,164939,Random,DRIFTING-A.AVI,0.826,0,0,1.0
1830,164939,Mental,Fishing.AVI,1.891,1,0,1.0
1831,164939,Random,Random mechanical.AVI,0.772,1,0,0.0
1832,932554,Mental,Scaring.AVI,0.859,1,1,1.0
1833,932554,Mental,SEDUCING-B.AVI,0.823,1,1,1.0
1834,932554,Random,STAR-A.AVI,0.563,0,1,1.0
1835,932554,Mental,SURPRISING-B.AVI,0.902,1,1,1.0
1836,932554,Random,TENNIS-A.AVI,0.668,0,1,1.0
1841,559053,Mental,COAXING-B.AVI,1.183,1,0,1.0
1842,559053,Random,BILLIARD-A.AVI,1.889,0,0,1.0
1843,559053,Random,DRIFTING-A.AVI,2.346,0,0,1.0
1844,559053,Mental,Fishing.AVI,1.203,1,0,1.0
1845,559053,Random,Random mechanical.AVI,1.635,9,0,9.0
1846,397861,Mental,COAXING-B.AVI,0.811,1,0,1.0
1847,397861,Random,BILLIARD-A.AVI,2.094,0,0,1.0
1848,397861,Random,DRIFTING-A.AVI,0.702,0,0,1.0
1849,397861,Mental,Fishing.AVI,0.931,1,0,1.0
1850,397861,Random,Random mechanical.AVI,0.688,0,0,1.0
1851,845458,Mental,COAXING-B.AVI,1.27,1,0,1.0
1852,845458,Random,BILLIARD-A.AVI,0.943,0,0,1.0
1853,845458,Random,DRIFTING-A.AVI,0.558,0,0,1.0
1854,845458,Mental,Fishing.AVI,0.868,1,0,1.0
1855,845458,Random,Random mechanical.AVI,0.574,0,0,1.0
1856,561444,Mental,COAXING-B.AVI,1.756,1,0,1.0
1857,561444,Random,BILLIARD-A.AVI,1.17,0,0,1.0
1858,561444,Random,DRIFTING-A.AVI,1.596,0,0,1.0
1859,561444,Mental,Fishing.AVI,1.056,1,0,1.0
1860,561444,Random,Random mechanical.AVI,1.468,0,0,1.0
1861,406432,Mental,COAXING-B.AVI,1.836,1,0,1.0
1862,406432,Random,BILLIARD-A.AVI,2.514,0,0,1.0
1863,406432,Random,DRIFTING-A.AVI,0.706,0,0,1.0
1864,406432,Mental,Fishing.AVI,2.283,1,0,1.0
1865,406432,Random,Random mechanical.AVI,1.845,0,0,1.0
1866,571144,Mental,COAXING-B.AVI,1.527,1,0,1.0
1867,571144,Random,BILLIARD-A.AVI,1.151,0,0,1.0
1868,571144,Random,DRIFTING-A.AVI,1.186,0,0,1.0
1869,571144,Mental,Fishing.AVI,2.128,1,0,1.0
1870,571144,Random,Random mechanical.AVI,1.088,0,0,1.0
1876,413934,Mental,COAXING-B.AVI,0.872,1,0,1.0
1877,413934,Random,BILLIARD-A.AVI,1.388,0,0,1.0
1878,413934,Random,DRIFTING-A.AVI,1.358,0,0,1.0
1879,413934,Mental,Fishing.AVI,1.525,1,0,1.0
1880,413934,Random,Random mechanical.AVI,1.196,9,0,9.0
1881,679568,Mental,Scaring.AVI,1.136,1,1,1.0
1882,679568,Mental,SEDUCING-B.AVI,0.891,1,1,1.0
1883,679568,Random,STAR-A.AVI,0.494,0,1,1.0
1884,679568,Mental,SURPRISING-B.AVI,0.922,1,1,1.0
1885,679568,Random,TENNIS-A.AVI,0.686,0,1,1.0
1886,214423,Mental,COAXING-B.AVI,1.072,1,0,1.0
1887,214423,Random,BILLIARD-A.AVI,1.377,0,0,1.0
1888,214423,Random,DRIFTING-A.AVI,0.984,0,0,1.0
1889,214423,Mental,Fishing.AVI,1.852,1,0,1.0
1890,214423,Random,Random mechanical.AVI,1.545,9,0,9.0
1891,150625,Mental,Scaring.AVI,0.842,1,1,1.0
1892,150625,Mental,SEDUCING-B.AVI,0.981,1,1,1.0
1893,150625,Random,STAR-A.AVI,1.29,0,1,1.0
1894,150625,Mental,SURPRISING-B.AVI,1.245,1,1,1.0
1895,150625,Random,TENNIS-A.AVI,2.017,0,1,1.0
1904,219231,Mental,Scaring.AVI,1.296,1,1,1.0
1905,219231,Mental,SEDUCING-B.AVI,1.005,1,1,1.0
1906,219231,Random,STAR-A.AVI,1.065,0,1,1.0
1907,219231,Mental,SURPRISING-B.AVI,1.028,1,1,1.0
1908,219231,Random,TENNIS-A.AVI,0.843,0,1,1.0
1909,553344,Mental,Scaring.AVI,1.096,1,1,1.0
1910,553344,Mental,SEDUCING-B.AVI,0.792,1,1,1.0
1911,553344,Random,STAR-A.AVI,0.731,0,1,1.0
1912,553344,Mental,SURPRISING-B.AVI,1.536,1,1,1.0
1913,553344,Random,TENNIS-A.AVI,0.864,0,1,1.0
1914,397154,Mental,Scaring.AVI,0.7,1,1,1.0
1915,397154,Mental,SEDUCING-B.AVI,0.747,1,1,1.0
1916,397154,Random,STAR-A.AVI,0.496,0,1,1.0
1917,397154,Mental,SURPRISING-B.AVI,0.839,1,1,1.0
1918,397154,Random,TENNIS-A.AVI,1.736,0,1,1.0
1919,134425,Mental,Scaring.AVI,2.046,1,1,1.0
1920,134425,Mental,SEDUCING-B.AVI,1.15,1,1,1.0
1921,134425,Random,STAR-A.AVI,0.531,0,1,1.0
1922,134425,Mental,SURPRISING-B.AVI,0.628,1,1,1.0
1923,134425,Random,TENNIS-A.AVI,0.723,9,1,9.0
1924,120212,Mental,COAXING-B.AVI,0.871,1,0,1.0
1925,120212,Random,BILLIARD-A.AVI,1.473,0,0,1.0
1926,120212,Random,DRIFTING-A.AVI,0.663,0,0,1.0
1927,120212,Mental,Fishing.AVI,0.61,1,0,1.0
1928,120212,Random,Random mechanical.AVI,0.637,0,0,1.0
1934,567052,Mental,COAXING-B.AVI,1.802,1,0,1.0
1935,567052,Random,BILLIARD-A.AVI,0.9,0,0,1.0
1936,567052,Random,DRIFTING-A.AVI,0.967,0,0,1.0
1937,567052,Mental,Fishing.AVI,0.873,1,0,1.0
1938,567052,Random,Random mechanical.AVI,1.41,1,0,0.0
1939,166438,Mental,Scaring.AVI,0.618,1,1,1.0
1940,166438,Mental,SEDUCING-B.AVI,0.589,1,1,1.0
1941,166438,Random,STAR-A.AVI,0.401,0,1,1.0
1942,166438,Mental,SURPRISING-B.AVI,0.78,1,1,1.0
1943,166438,Random,TENNIS-A.AVI,0.722,0,1,1.0
1944,124826,Mental,COAXING-B.AVI,2.02,1,0,1.0
1945,124826,Random,BILLIARD-A.AVI,1.696,0,0,1.0
1946,124826,Random,DRIFTING-A.AVI,1.306,0,0,1.0
1947,124826,Mental,Fishing.AVI,1.455,1,0,1.0
1948,124826,Random,Random mechanical.AVI,1.168,0,0,1.0
1949,910443,Mental,COAXING-B.AVI,1.099,1,0,1.0
1950,910443,Random,BILLIARD-A.AVI,1.079,0,0,1.0
1951,910443,Random,DRIFTING-A.AVI,1.039,0,0,1.0
1952,910443,Mental,Fishing.AVI,0.822,1,0,1.0
1953,910443,Random,Random mechanical.AVI,1.586,0,0,1.0
1954,599065,Mental,COAXING-B.AVI,0.775,1,0,1.0
1955,599065,Random,BILLIARD-A.AVI,0.459,0,0,1.0
1956,599065,Random,DRIFTING-A.AVI,0.869,0,0,1.0
1957,599065,Mental,Fishing.AVI,0.885,1,0,1.0
1958,599065,Random,Random mechanical.AVI,0.548,0,0,1.0
1959,177746,Mental,COAXING-B.AVI,1.109,1,0,1.0
1960,177746,Random,BILLIARD-A.AVI,0.939,0,0,1.0
1961,177746,Random,DRIFTING-A.AVI,0.662,0,0,1.0
1962,177746,Mental,Fishing.AVI,0.995,1,0,1.0
1963,177746,Random,Random mechanical.AVI,1.181,0,0,1.0
1968,499566,Mental,COAXING-B.AVI,1.295,1,0,1.0
1969,499566,Random,BILLIARD-A.AVI,0.693,0,0,1.0
1970,499566,Random,DRIFTING-A.AVI,0.656,0,0,1.0
1971,499566,Mental,Fishing.AVI,2.024,1,0,1.0
1972,499566,Random,Random mechanical.AVI,1.957,0,0,1.0
1973,175237,Mental,COAXING-B.AVI,1.071,1,0,1.0
1974,175237,Random,BILLIARD-A.AVI,0.58,0,0,1.0
1975,175237,Random,DRIFTING-A.AVI,1.257,0,0,1.0
1976,175237,Mental,Fishing.AVI,0.947,1,0,1.0
1977,175237,Random,Random mechanical.AVI,1.035,0,0,1.0
1978,129129,Mental,Scaring.AVI,2.215,1,1,1.0
1979,129129,Mental,SEDUCING-B.AVI,1.614,1,1,1.0
1980,129129,Random,STAR-A.AVI,0.334,0,1,1.0
1981,129129,Mental,SURPRISING-B.AVI,0.64,1,1,1.0
1982,129129,Random,TENNIS-A.AVI,0.805,0,1,1.0
1983,587664,Mental,COAXING-B.AVI,1.879,1,0,1.0
1984,587664,Random,BILLIARD-A.AVI,1.237,0,0,1.0
1985,587664,Random,DRIFTING-A.AVI,1.809,0,0,1.0
1986,587664,Mental,Fishing.AVI,2.077,9,0,9.0
1987,587664,Random,Random mechanical.AVI,1.412,9,0,9.0
1988,465852,Mental,COAXING-B.AVI,1.609,1,0,1.0
1989,465852,Random,BILLIARD-A.AVI,1.878,0,0,1.0
1990,465852,Random,DRIFTING-A.AVI,1.518,0,0,1.0
1991,465852,Mental,Fishing.AVI,2.223,1,0,1.0
1992,465852,Random,Random mechanical.AVI,1.251,0,0,1.0
1993,601127,Mental,COAXING-B.AVI,0.671,1,0,1.0
1994,601127,Random,BILLIARD-A.AVI,0.653,0,0,1.0
1995,601127,Random,DRIFTING-A.AVI,0.694,0,0,1.0
1996,601127,Mental,Fishing.AVI,0.657,1,0,1.0
1997,601127,Random,Random mechanical.AVI,2.387,0,0,1.0
1998,173536,Mental,COAXING-B.AVI,1.222,9,0,9.0
1999,173536,Random,BILLIARD-A.AVI,1.933,0,0,1.0
2000,173536,Random,DRIFTING-A.AVI,0.672,0,0,1.0
2001,173536,Mental,Fishing.AVI,0.729,1,0,1.0
2002,173536,Random,Random mechanical.AVI,0.595,1,0,0.0
2007,251833,Mental,Scaring.AVI,0.715,1,1,1.0
2008,251833,Mental,SEDUCING-B.AVI,0.613,1,1,1.0
2009,251833,Random,STAR-A.AVI,0.832,0,1,1.0
2010,251833,Mental,SURPRISING-B.AVI,0.657,1,1,1.0
2011,251833,Random,TENNIS-A.AVI,0.957,0,1,1.0
2012,665254,Mental,COAXING-B.AVI,0.749,1,0,1.0
2013,665254,Random,BILLIARD-A.AVI,0.725,0,0,1.0
2014,665254,Random,DRIFTING-A.AVI,0.528,0,0,1.0
2015,665254,Mental,Fishing.AVI,0.548,1,0,1.0
2016,665254,Random,Random mechanical.AVI,0.511,9,0,9.0
2017,185947,Mental,Scaring.AVI,0.766,1,1,1.0
2018,185947,Mental,SEDUCING-B.AVI,0.367,1,1,1.0
2019,185947,Random,STAR-A.AVI,0.357,0,1,1.0
2020,185947,Mental,SURPRISING-B.AVI,0.984,1,1,1.0
2021,185947,Random,TENNIS-A.AVI,0.667,0,1,1.0
2025,992774,Mental,COAXING-B.AVI,0.616,1,0,1.0
2026,992774,Random,BILLIARD-A.AVI,1.752,9,0,9.0
2027,992774,Random,DRIFTING-A.AVI,0.464,0,0,1.0
2028,992774,Mental,Fishing.AVI,0.56,1,0,1.0
2029,992774,Random,Random mechanical.AVI,0.562,0,0,1.0
2030,189450,Mental,COAXING-B.AVI,1.705,1,0,1.0
2031,189450,Random,BILLIARD-A.AVI,0.991,0,0,1.0
2032,189450,Random,DRIFTING-A.AVI,0.668,0,0,1.0
2033,189450,Mental,Fishing.AVI,0.614,0,0,0.0
2034,189450,Random,Random mechanical.AVI,0.588,0,0,1.0
2035,145834,Mental,Scaring.AVI,0.718,1,1,1.0
2036,145834,Mental,SEDUCING-B.AVI,0.579,1,1,1.0
2037,145834,Random,STAR-A.AVI,0.334,0,1,1.0
2038,145834,Mental,SURPRISING-B.AVI,0.797,1,1,1.0
2039,145834,Random,TENNIS-A.AVI,1.014,0,1,1.0
2040,121921,Mental,COAXING-B.AVI,1.351,1,0,1.0
2041,121921,Random,BILLIARD-A.AVI,0.623,0,0,1.0
2042,121921,Random,DRIFTING-A.AVI,1.378,0,0,1.0
2043,121921,Mental,Fishing.AVI,1.543,1,0,1.0
2044,121921,Random,Random mechanical.AVI,1.856,0,0,1.0
2045,299760,Mental,Scaring.AVI,1.087,1,1,1.0
2046,299760,Mental,SEDUCING-B.AVI,0.965,1,1,1.0
2047,299760,Random,STAR-A.AVI,0.97,0,1,1.0
2048,299760,Mental,SURPRISING-B.AVI,1.186,1,1,1.0
2049,299760,Random,TENNIS-A.AVI,1.197,0,1,1.0
2050,991267,Mental,Scaring.AVI,1.063,1,1,1.0
2051,991267,Mental,SEDUCING-B.AVI,0.567,1,1,1.0
2052,991267,Random,STAR-A.AVI,0.388,0,1,1.0
2053,991267,Mental,SURPRISING-B.AVI,0.626,1,1,1.0
2054,991267,Random,TENNIS-A.AVI,0.594,9,1,9.0
2055,156233,Mental,Scaring.AVI,0.937,0,1,0.0
2056,156233,Mental,SEDUCING-B.AVI,0.882,1,1,1.0
2057,156233,Random,STAR-A.AVI,0.761,0,1,1.0
2058,156233,Mental,SURPRISING-B.AVI,0.631,1,1,1.0
2059,156233,Random,TENNIS-A.AVI,0.913,0,1,1.0
2060,174841,Mental,COAXING-B.AVI,1.386,1,0,1.0
2061,174841,Random,BILLIARD-A.AVI,2.253,0,0,1.0
2062,174841,Random,DRIFTING-A.AVI,2.546,0,0,1.0
2063,174841,Mental,Fishing.AVI,1.113,1,0,1.0
2064,174841,Random,Random mechanical.AVI,1.395,0,0,1.0
2070,152225,Mental,COAXING-B.AVI,0.968,1,0,1.0
2071,152225,Random,BILLIARD-A.AVI,0.972,0,0,1.0
2072,152225,Random,DRIFTING-A.AVI,1.396,0,0,1.0
2073,152225,Mental,Fishing.AVI,1.346,1,0,1.0
2074,152225,Random,Random mechanical.AVI,2.073,0,0,1.0
2075,152831,Mental,Scaring.AVI,1.123,1,1,1.0
2076,152831,Mental,SEDUCING-B.AVI,0.833,1,1,1.0
2077,152831,Random,STAR-A.AVI,0.637,0,1,1.0
2078,152831,Mental,SURPRISING-B.AVI,2.145,1,1,1.0
2079,152831,Random,TENNIS-A.AVI,0.63,0,1,1.0
2080,176542,Mental,COAXING-B.AVI,1.16,1,0,1.0
2081,176542,Random,BILLIARD-A.AVI,1.422,0,0,1.0
2082,176542,Random,DRIFTING-A.AVI,0.986,0,0,1.0
2083,176542,Mental,Fishing.AVI,1.025,9,0,9.0
2084,176542,Random,Random mechanical.AVI,0.984,0,0,1.0
2085,720337,Mental,COAXING-B.AVI,1.534,1,0,1.0
2086,720337,Random,BILLIARD-A.AVI,1.264,0,0,1.0
2087,720337,Random,DRIFTING-A.AVI,1.576,0,0,1.0
2088,720337,Mental,Fishing.AVI,1.092,1,0,1.0
2089,720337,Random,Random mechanical.AVI,2.387,9,0,9.0
2090,622236,Mental,COAXING-B.AVI,0.931,1,0,1.0
2091,622236,Random,BILLIARD-A.AVI,0.684,0,0,1.0
2092,622236,Random,DRIFTING-A.AVI,0.815,0,0,1.0
2093,622236,Mental,Fishing.AVI,0.74,1,0,1.0
2094,622236,Random,Random mechanical.AVI,0.887,0,0,1.0
2095,715041,Mental,Scaring.AVI,0.923,0,1,0.0
2096,715041,Mental,SEDUCING-B.AVI,0.895,1,1,1.0
2097,715041,Random,STAR-A.AVI,1.529,1,1,0.0
2098,715041,Mental,SURPRISING-B.AVI,1.144,1,1,1.0
2099,715041,Random,TENNIS-A.AVI,1.11,0,1,1.0
2105,102513,Mental,Scaring.AVI,1.909,1,1,1.0
2106,102513,Mental,SEDUCING-B.AVI,0.914,1,1,1.0
2107,102513,Random,STAR-A.AVI,1.166,1,1,0.0
2108,102513,Mental,SURPRISING-B.AVI,0.886,1,1,1.0
2109,102513,Random,TENNIS-A.AVI,0.885,1,1,0.0
2110,882161,Mental,COAXING-B.AVI,2.193,1,0,1.0
2111,882161,Random,BILLIARD-A.AVI,1.964,0,0,1.0
2112,882161,Random,DRIFTING-A.AVI,2.585,9,0,9.0
2113,882161,Mental,Fishing.AVI,1.046,1,0,1.0
2114,882161,Random,Random mechanical.AVI,0.957,9,0,9.0
2115,111009,Mental,Scaring.AVI,1.678,1,1,1.0
2116,111009,Mental,SEDUCING-B.AVI,0.719,1,1,1.0
2117,111009,Random,STAR-A.AVI,1.118,0,1,1.0
2118,111009,Mental,SURPRISING-B.AVI,1.049,1,1,1.0
2119,111009,Random,TENNIS-A.AVI,0.907,0,1,1.0
2120,952863,Mental,COAXING-B.AVI,1.039,1,0,1.0
2121,952863,Random,BILLIARD-A.AVI,0.421,0,0,1.0
2122,952863,Random,DRIFTING-A.AVI,0.517,0,0,1.0
2123,952863,Mental,Fishing.AVI,1.416,1,0,1.0
2124,952863,Random,Random mechanical.AVI,0.706,0,0,1.0
2134,671855,Mental,Scaring.AVI,1.078,1,1,1.0
2135,671855,Mental,SEDUCING-B.AVI,0.617,1,1,1.0
2136,671855,Random,STAR-A.AVI,0.919,0,1,1.0
2137,671855,Mental,SURPRISING-B.AVI,0.703,1,1,1.0
2138,671855,Random,TENNIS-A.AVI,0.817,0,1,1.0
2143,200109,Mental,Scaring.AVI,1.716,9,1,9.0
2144,200109,Mental,SEDUCING-B.AVI,0.564,1,1,1.0
2145,200109,Random,STAR-A.AVI,0.53,0,1,1.0
2146,200109,Mental,SURPRISING-B.AVI,0.607,1,1,1.0
2147,200109,Random,TENNIS-A.AVI,0.574,0,1,1.0
2148,644044,Mental,Scaring.AVI,2.112,1,1,1.0
2149,644044,Mental,SEDUCING-B.AVI,0.76,1,1,1.0
2150,644044,Random,STAR-A.AVI,1.13,0,1,1.0
2151,644044,Mental,SURPRISING-B.AVI,0.971,9,1,9.0
2152,644044,Random,TENNIS-A.AVI,1.253,0,1,1.0
2153,106319,Mental,COAXING-B.AVI,1.976,1,0,1.0
2154,106319,Random,BILLIARD-A.AVI,2.133,0,0,1.0
2155,106319,Random,DRIFTING-A.AVI,1.249,0,0,1.0
2156,106319,Mental,Fishing.AVI,1.301,1,0,1.0
2157,106319,Random,Random mechanical.AVI,1.452,0,0,1.0
2158,723141,Mental,Scaring.AVI,0.685,1,1,1.0
2159,723141,Mental,SEDUCING-B.AVI,0.841,1,1,1.0
2160,723141,Random,STAR-A.AVI,0.957,0,1,1.0
2161,723141,Mental,SURPRISING-B.AVI,0.756,1,1,1.0
2162,723141,Random,TENNIS-A.AVI,0.95,0,1,1.0
2163,192540,Mental,COAXING-B.AVI,1.441,1,0,1.0
2164,192540,Random,BILLIARD-A.AVI,1.561,0,0,1.0
2165,192540,Random,DRIFTING-A.AVI,0.876,0,0,1.0
2166,192540,Mental,Fishing.AVI,0.995,1,0,1.0
2167,192540,Random,Random mechanical.AVI,1.066,0,0,1.0
2168,164030,Mental,Scaring.AVI,1.171,1,1,1.0
2169,164030,Mental,SEDUCING-B.AVI,0.973,1,1,1.0
2170,164030,Random,STAR-A.AVI,0.896,0,1,1.0
2171,164030,Mental,SURPRISING-B.AVI,0.895,1,1,1.0
2172,164030,Random,TENNIS-A.AVI,1.505,0,1,1.0
2173,346945,Mental,COAXING-B.AVI,1.615,1,0,1.0
2174,346945,Random,BILLIARD-A.AVI,0.776,0,0,1.0
2175,346945,Random,DRIFTING-A.AVI,0.521,0,0,1.0
2176,346945,Mental,Fishing.AVI,2.703,9,0,9.0
2177,346945,Random,Random mechanical.AVI,0.607,0,0,1.0
2178,303119,Mental,COAXING-B.AVI,1.058,1,0,1.0
2179,303119,Random,BILLIARD-A.AVI,2.262,0,0,1.0
2180,303119,Random,DRIFTING-A.AVI,0.905,0,0,1.0
2181,303119,Mental,Fishing.AVI,0.982,9,0,9.0
2182,303119,Random,Random mechanical.AVI,0.706,0,0,1.0
2183,656253,Mental,COAXING-B.AVI,1.898,1,0,1.0
2184,656253,Random,BILLIARD-A.AVI,1.338,0,0,1.0
2185,656253,Random,DRIFTING-A.AVI,1.603,0,0,1.0
2186,656253,Mental,Fishing.AVI,1.043,1,0,1.0
2187,656253,Random,Random mechanical.AVI,1.481,1,0,0.0
2200,346137,Mental,COAXING-B.AVI,1.781,1,0,1.0
2201,346137,Random,BILLIARD-A.AVI,0.953,0,0,1.0
2202,346137,Random,DRIFTING-A.AVI,0.661,0,0,1.0
2203,346137,Mental,Fishing.AVI,0.812,1,0,1.0
2204,346137,Random,Random mechanical.AVI,1.438,0,0,1.0
2205,135629,Mental,COAXING-B.AVI,1.058,1,0,1.0
2206,135629,Random,BILLIARD-A.AVI,0.998,0,0,1.0
2207,135629,Random,DRIFTING-A.AVI,0.771,0,0,1.0
2208,135629,Mental,Fishing.AVI,1.15,1,0,1.0
2209,135629,Random,Random mechanical.AVI,0.939,9,0,9.0
2210,169444,Mental,Scaring.AVI,1.207,1,1,1.0
2211,169444,Mental,SEDUCING-B.AVI,0.911,1,1,1.0
2212,169444,Random,STAR-A.AVI,1.07,0,1,1.0
2213,169444,Mental,SURPRISING-B.AVI,0.887,1,1,1.0
2214,169444,Random,TENNIS-A.AVI,1.549,0,1,1.0
2215,852455,Mental,Scaring.AVI,0.536,1,1,1.0
2216,852455,Mental,SEDUCING-B.AVI,0.411,1,1,1.0
2217,852455,Random,STAR-A.AVI,0.418,0,1,1.0
2218,852455,Mental,SURPRISING-B.AVI,0.453,1,1,1.0
2219,852455,Random,TENNIS-A.AVI,0.541,0,1,1.0
2220,576255,Mental,Scaring.AVI,0.643,1,1,1.0
2221,576255,Mental,SEDUCING-B.AVI,0.705,1,1,1.0
2222,576255,Random,STAR-A.AVI,1.582,0,1,1.0
2223,576255,Mental,SURPRISING-B.AVI,0.894,1,1,1.0
2224,576255,Random,TENNIS-A.AVI,1.285,0,1,1.0
2230,550439,Mental,COAXING-B.AVI,1.644,1,0,1.0
2231,550439,Random,BILLIARD-A.AVI,0.95,0,0,1.0
2232,550439,Random,DRIFTING-A.AVI,0.95,0,0,1.0
2233,550439,Mental,Fishing.AVI,1.012,1,0,1.0
2234,550439,Random,Random mechanical.AVI,2.22,9,0,9.0
2235,110411,Mental,Scaring.AVI,0.905,1,1,1.0
2236,110411,Mental,SEDUCING-B.AVI,0.857,1,1,1.0
2237,110411,Random,STAR-A.AVI,0.657,0,1,1.0
2238,110411,Mental,SURPRISING-B.AVI,0.824,1,1,1.0
2239,110411,Random,TENNIS-A.AVI,0.864,0,1,1.0
2240,547046,Mental,Scaring.AVI,1.159,1,1,1.0
2241,547046,Mental,SEDUCING-B.AVI,0.954,1,1,1.0
2242,547046,Random,STAR-A.AVI,0.462,0,1,1.0
2243,547046,Mental,SURPRISING-B.AVI,0.738,1,1,1.0
2244,547046,Random,TENNIS-A.AVI,0.863,0,1,1.0
2245,749361,Mental,Scaring.AVI,0.59,1,1,1.0
2246,749361,Mental,SEDUCING-B.AVI,0.439,1,1,1.0
2247,749361,Random,STAR-A.AVI,0.552,9,1,9.0
2248,749361,Mental,SURPRISING-B.AVI,0.474,1,1,1.0
2249,749361,Random,TENNIS-A.AVI,1.063,0,1,1.0
2250,199453,Mental,Scaring.AVI,1.154,1,1,1.0
2251,199453,Mental,SEDUCING-B.AVI,1.09,1,1,1.0
2252,199453,Random,STAR-A.AVI,0.583,0,1,1.0
2253,199453,Mental,SURPRISING-B.AVI,1.09,1,1,1.0
2254,199453,Random,TENNIS-A.AVI,1.15,0,1,1.0
2255,157437,Mental,Scaring.AVI,0.854,1,1,1.0
2256,157437,Mental,SEDUCING-B.AVI,0.827,1,1,1.0
2257,157437,Random,STAR-A.AVI,0.831,0,1,1.0
2258,157437,Mental,SURPRISING-B.AVI,0.544,1,1,1.0
2259,157437,Random,TENNIS-A.AVI,0.716,0,1,1.0
2265,283543,Mental,Scaring.AVI,0.694,1,1,1.0
2266,283543,Mental,SEDUCING-B.AVI,0.34,1,1,1.0
2267,283543,Random,STAR-A.AVI,0.573,0,1,1.0
2268,283543,Mental,SURPRISING-B.AVI,0.449,1,1,1.0
2269,283543,Random,TENNIS-A.AVI,0.317,0,1,1.0
2270,199958,Mental,Scaring.AVI,0.74,1,1,1.0
2271,199958,Mental,SEDUCING-B.AVI,0.717,1,1,1.0
2272,199958,Random,STAR-A.AVI,0.943,0,1,1.0
2273,199958,Mental,SURPRISING-B.AVI,1.0,1,1,1.0
2274,199958,Random,TENNIS-A.AVI,1.707,0,1,1.0
2275,149236,Mental,Scaring.AVI,0.673,1,1,1.0
2276,149236,Mental,SEDUCING-B.AVI,0.824,1,1,1.0
2277,149236,Random,STAR-A.AVI,0.994,0,1,1.0
2278,149236,Mental,SURPRISING-B.AVI,0.789,1,1,1.0
2279,149236,Random,TENNIS-A.AVI,0.974,0,1,1.0
2280,188448,Mental,COAXING-B.AVI,1.192,1,0,1.0
2281,188448,Random,BILLIARD-A.AVI,0.92,0,0,1.0
2282,188448,Random,DRIFTING-A.AVI,1.306,0,0,1.0
2283,188448,Mental,Fishing.AVI,1.025,1,0,1.0
2284,188448,Random,Random mechanical.AVI,1.026,0,0,1.0
2285,381038,Mental,COAXING-B.AVI,0.863,1,0,1.0
2286,381038,Random,BILLIARD-A.AVI,0.686,0,0,1.0
2287,381038,Random,DRIFTING-A.AVI,0.653,0,0,1.0
2288,381038,Mental,Fishing.AVI,0.771,1,0,1.0
2289,381038,Random,Random mechanical.AVI,1.863,9,0,9.0
2290,105115,Mental,COAXING-B.AVI,0.861,1,0,1.0
2291,105115,Random,BILLIARD-A.AVI,0.668,0,0,1.0
2292,105115,Random,DRIFTING-A.AVI,0.906,0,0,1.0
2293,105115,Mental,Fishing.AVI,0.905,1,0,1.0
2294,105115,Random,Random mechanical.AVI,1.314,0,0,1.0
2295,792564,Mental,COAXING-B.AVI,1.507,1,0,1.0
2296,792564,Random,BILLIARD-A.AVI,0.817,0,0,1.0
2297,792564,Random,DRIFTING-A.AVI,0.542,0,0,1.0
2298,792564,Mental,Fishing.AVI,0.813,1,0,1.0
2299,792564,Random,Random mechanical.AVI,0.735,0,0,1.0
2305,827052,Mental,COAXING-B.AVI,1.063,1,0,1.0
2306,827052,Random,BILLIARD-A.AVI,0.584,0,0,1.0
2307,827052,Random,DRIFTING-A.AVI,0.506,0,0,1.0
2308,827052,Mental,Fishing.AVI,0.548,1,0,1.0
2309,827052,Random,Random mechanical.AVI,0.655,9,0,9.0
2318,178243,Mental,COAXING-B.AVI,0.895,1,0,1.0
2319,178243,Random,BILLIARD-A.AVI,0.62,9,0,9.0
2320,178243,Random,DRIFTING-A.AVI,1.238,0,0,1.0
2321,178243,Mental,Fishing.AVI,1.885,0,0,0.0
2322,178243,Random,Random mechanical.AVI,1.157,0,0,1.0
2328,204521,Mental,Scaring.AVI,0.556,1,1,1.0
2329,204521,Mental,SEDUCING-B.AVI,0.426,1,1,1.0
2330,204521,Random,STAR-A.AVI,0.315,0,1,1.0
2331,204521,Mental,SURPRISING-B.AVI,0.543,1,1,1.0
2332,204521,Random,TENNIS-A.AVI,0.635,0,1,1.0
2333,529953,Mental,Scaring.AVI,0.808,1,1,1.0
2334,529953,Mental,SEDUCING-B.AVI,0.723,1,1,1.0
2335,529953,Random,STAR-A.AVI,0.415,0,1,1.0
2336,529953,Mental,SURPRISING-B.AVI,0.661,1,1,1.0
2337,529953,Random,TENNIS-A.AVI,0.538,0,1,1.0
