subj_idx,medianRT_Mental,medianRT_Random,medianMental-medianRandom
694362,2.087,0.889,1.1980000000000002
695768,1.799,1.118,0.6809999999999998
698168,1.317,0.931,0.3859999999999999
702133,0.906,0.948,-0.041999999999999926
705341,0.962,1.469,-0.5070000000000001
709551,0.749,0.75,-0.0010000000000000009
713239,1.3225,1.528,-0.20550000000000002
715041,1.0335,1.11,-0.07650000000000001
715647,0.655,0.725,-0.06999999999999995
720337,0.857,0.9505,-0.09350000000000003
723141,0.841,0.957,-0.11599999999999999
724446,0.766,0.614,0.15200000000000002
725751,0.699,0.787,-0.08800000000000008
727553,0.62,0.7255,-0.10550000000000004
727654,0.776,1.107,-0.33099999999999996
728454,1.197,1.198,-0.0009999999999998899
729254,1.096,1.338,-0.242
729557,0.698,0.959,-0.261
731140,0.795,1.005,-0.20999999999999985
732243,0.877,0.729,0.14800000000000002
734045,0.762,1.31,-0.548
735148,0.438,0.955,-0.5169999999999999
737960,1.531,1.7285,-0.1975
744553,1.077,1.436,-0.359
748258,0.745,0.685,0.05999999999999994
749361,0.59,1.13,-0.5399999999999999
751348,0.702,2.247,-1.545
751550,1.188,1.381,-0.19300000000000006
753150,0.679,1.019,-0.33999999999999986
753251,0.956,0.958,-0.0020000000000000018
756055,0.944,1.17,-0.22599999999999998
757764,1.023,1.152,-0.129
759869,0.481,0.567,-0.08599999999999997
761957,0.807,0.751,0.05600000000000005
763557,1.181,1.24,-0.05899999999999994
765056,0.954,1.863,-0.909
765864,1.037,0.852,0.18499999999999994
767464,0.818,0.7815000000000001,0.036499999999999866
769064,0.859,0.705,0.15400000000000003
770352,0.829,0.795,0.03399999999999992
771354,0.894,1.121,-0.22699999999999998
773257,0.952,1.284,-0.3320000000000001
774663,0.839,0.843,-0.0040000000000000036
779370,0.744,0.787,-0.04300000000000004
782561,0.956,1.566,-0.6100000000000001
783462,1.214,1.846,-0.6320000000000001
784565,0.881,0.98,-0.09899999999999998
786569,0.609,0.711,-0.10199999999999998
788674,0.854,0.687,0.16699999999999993
788876,0.837,0.641,0.19599999999999995
789373,0.869,1.109,-0.24
792564,0.817,0.817,0.0
792867,0.811,0.889,-0.07799999999999996
796534,0.6,0.909,-0.30900000000000005
800941,0.434,0.6985,-0.2645
814548,0.897,0.5235000000000001,0.37349999999999994
814649,0.574,0.812,-0.2380000000000001
815247,1.157,0.87,0.28700000000000003
816653,1.0855000000000001,0.994,0.09150000000000014
818455,0.751,1.1960000000000002,-0.4450000000000002
818859,0.677,0.918,-0.241
820745,1.084,0.684,0.4
825048,0.799,1.0565,-0.25749999999999995
826353,0.916,1.094,-0.17800000000000005
826454,1.082,0.866,0.21600000000000008
827052,0.548,0.4915,0.05650000000000005
833148,0.601,0.704,-0.10299999999999998
833249,0.904,0.692,0.21200000000000008
835657,1.172,1.245,-0.07300000000000018
837560,0.789,1.056,-0.267
841349,0.645,0.718,-0.07299999999999995
844961,1.564,0.9924999999999999,0.5715000000000001
845458,0.727,0.558,0.16899999999999993
849971,0.819,0.64,0.17899999999999994
852455,0.536,0.493,0.04300000000000004
856463,0.791,0.749,0.04200000000000004
856766,0.905,1.1795,-0.27449999999999997
856968,0.605,0.7204999999999999,-0.11549999999999994
857263,0.925,1.239,-0.31400000000000006
859671,1.33,1.514,-0.18399999999999994
861456,0.734,0.944,-0.20999999999999996
865363,0.586,0.828,-0.242
869472,0.786,0.901,-0.11499999999999999
870861,0.736,0.46699999999999997,0.269
871964,2.252,1.463,0.7889999999999997
872562,0.869,0.837,0.03200000000000003
872764,0.731,0.924,-0.19300000000000006
873968,0.785,0.635,0.15000000000000002
877168,0.609,0.718,-0.10899999999999999
878877,1.015,0.859,0.15599999999999992
880157,0.947,0.855,0.09199999999999997
882161,1.066,1.2645,-0.1984999999999999
885975,1.01,1.077,-0.06699999999999995
886674,1.044,0.9219999999999999,0.12200000000000011
888678,1.016,0.993,0.02300000000000002
889579,0.62,0.674,-0.05400000000000005
894673,0.775,0.811,-0.03600000000000003
894774,0.558,0.641,-0.08299999999999996
896879,0.984,0.7675000000000001,0.21649999999999991
898176,0.847,0.962,-0.11499999999999999
899885,1.191,1.136,0.05500000000000016
901038,0.929,0.892,0.03700000000000003
901139,0.686,0.745,-0.05899999999999994
901442,0.921,0.882,0.039000000000000035
908860,1.047,1.491,-0.4440000000000002
910241,1.113,0.973,0.14
910443,0.671,1.079,-0.4079999999999999
917255,0.685,0.5860000000000001,0.09899999999999998
917558,0.725,0.983,-0.258
922854,0.686,0.925,-0.239
923755,0.512,0.449,0.063
926862,0.75,0.6265000000000001,0.12349999999999994
927359,0.625,0.461,0.16399999999999998
929464,0.692,0.47,0.22199999999999998
932554,0.902,1.2625,-0.36049999999999993
933253,0.844,0.917,-0.07300000000000006
942658,0.613,0.796,-0.18300000000000005
947668,1.047,1.3,-0.2530000000000001
951457,0.885,0.885,0.0
952863,1.039,0.706,0.33299999999999996
955465,0.952,1.015,-0.06299999999999994
957974,1.089,0.996,0.09299999999999997
958976,0.648,1.094,-0.44600000000000006
959574,0.823,0.9325000000000001,-0.10950000000000015
962058,1.114,0.874,0.2400000000000001
965367,0.645,0.719,-0.07399999999999995
965771,1.626,0.9830000000000001,0.6429999999999998
966975,1.879,1.9184999999999999,-0.03949999999999987
969476,0.933,1.181,-0.248
970764,1.0645,0.972,0.09250000000000003
971160,0.905,0.783,0.122
972566,0.943,0.85,0.09299999999999997
973770,1.512,2.0,-0.488
979984,0.807,0.9755,-0.16849999999999998
983773,0.7115,0.654,0.057499999999999996
984472,0.948,0.796,0.1519999999999999
987074,1.081,0.819,0.262
987983,0.7869999999999999,0.736,0.050999999999999934
989987,0.924,1.193,-0.269
990366,0.512,0.476,0.03600000000000003
991267,0.759,0.9875,-0.22850000000000004
992673,1.096,1.387,-0.2909999999999999
992774,0.56,0.513,0.04700000000000004
993675,1.274,0.892,0.382
996782,0.908,0.729,0.17900000000000005
