subj_idx,medianRT_NonSoc(No),medianRT_Soc(Yes),medianYes-medianNo
677766,1.233,0.871,-0.3620000000000001
679568,0.6755,1.136,0.4604999999999999
680250,0.754,0.904,0.15000000000000002
683256,1.4155,1.004,-0.4115
686969,0.718,0.786,0.06800000000000006
688569,1.069,0.896,-0.17299999999999993
689470,1.1219999999999999,1.041,-0.08099999999999996
692694,0.916,1.277,0.3609999999999999
693764,1.141,1.11,-0.030999999999999917
694362,0.889,2.087,1.1980000000000002
695768,1.118,1.799,0.6809999999999998
698168,0.931,1.317,0.3859999999999999
702133,0.948,0.906,-0.041999999999999926
705341,1.469,0.962,-0.5070000000000001
709551,0.75,0.749,-0.0010000000000000009
713239,1.528,1.3225,-0.20550000000000002
715041,0.923,1.3365,0.4135
715647,0.725,0.655,-0.06999999999999995
720337,0.9505,0.857,-0.09350000000000003
723141,0.957,0.841,-0.11599999999999999
724446,0.614,0.766,0.15200000000000002
725751,0.787,0.699,-0.08800000000000008
727553,0.7255,0.62,-0.10550000000000004
727654,1.107,0.776,-0.33099999999999996
728454,1.198,1.197,-0.0009999999999998899
729254,1.338,1.096,-0.242
729557,0.959,0.698,-0.261
731140,1.005,0.795,-0.20999999999999985
732243,0.729,0.877,0.14800000000000002
734045,1.0805,0.769,-0.3115
735148,1.0655,0.4305,-0.6349999999999999
737960,1.58,1.6465,0.0665
744553,1.469,1.077,-0.3920000000000001
748258,0.71,0.6905,-0.019499999999999962
749361,1.197,0.582,-0.6150000000000001
751348,2.247,0.702,-1.545
751550,1.381,1.188,-0.19300000000000006
753150,0.8795,0.737,-0.14249999999999996
753251,1.3904999999999998,0.8345,-0.5559999999999998
756055,1.17,0.944,-0.22599999999999998
757764,1.152,1.023,-0.129
759869,0.567,0.481,-0.08599999999999997
761957,0.779,0.8195,0.04049999999999998
763557,1.24,1.181,-0.05899999999999994
765056,1.863,0.954,-0.909
765864,0.852,1.037,0.18499999999999994
767464,0.7815000000000001,0.818,0.036499999999999866
769064,0.705,0.859,0.15400000000000003
770352,0.795,0.829,0.03399999999999992
771354,1.121,0.894,-0.22699999999999998
773257,1.284,0.952,-0.3320000000000001
774663,0.843,0.839,-0.0040000000000000036
779370,0.7685,0.731,-0.03749999999999998
782561,1.566,0.956,-0.6100000000000001
783462,1.846,1.214,-0.6320000000000001
784565,0.98,0.881,-0.09899999999999998
786569,0.711,0.609,-0.10199999999999998
788674,0.687,0.854,0.16699999999999993
788876,0.641,0.837,0.19599999999999995
789373,1.109,0.869,-0.24
792564,0.817,0.817,0.0
792867,1.336,0.811,-0.525
796534,0.909,0.6,-0.30900000000000005
800941,0.6985,0.434,-0.2645
814548,0.5235000000000001,0.897,0.37349999999999994
814649,0.812,0.574,-0.2380000000000001
815247,0.87,1.157,0.28700000000000003
816653,0.994,1.0855000000000001,0.09150000000000014
818455,1.1960000000000002,0.751,-0.4450000000000002
818859,0.8654999999999999,0.6805000000000001,-0.18499999999999983
820745,0.684,1.084,0.4
825048,1.0565,0.799,-0.25749999999999995
826353,1.094,0.916,-0.17800000000000005
826454,0.866,1.082,0.21600000000000008
827052,0.4915,0.548,0.05650000000000005
833148,0.5845,0.7045,0.12
833249,0.8584999999999999,0.8485,-0.009999999999999898
835657,1.245,1.172,-0.07300000000000018
837560,1.056,0.789,-0.267
841349,0.784,0.63,-0.15400000000000003
844961,0.9924999999999999,1.564,0.5715000000000001
845458,0.558,0.727,0.16899999999999993
849971,0.64,0.819,0.17899999999999994
852455,0.493,0.536,0.04300000000000004
856463,0.749,0.791,0.04200000000000004
856766,1.1795,0.905,-0.27449999999999997
856968,0.7204999999999999,0.605,-0.11549999999999994
857263,1.626,0.925,-0.7009999999999998
859671,1.514,1.33,-0.18399999999999994
861456,0.944,0.734,-0.20999999999999996
865363,0.828,0.586,-0.242
869472,0.901,0.786,-0.11499999999999999
870861,0.46699999999999997,0.736,0.269
871964,1.463,2.252,0.7889999999999997
872562,0.837,0.869,0.03200000000000003
872764,0.924,0.731,-0.19300000000000006
873968,0.635,0.785,0.15000000000000002
877168,0.6995,0.6925,-0.007000000000000006
878877,0.859,1.015,0.15599999999999992
880157,0.855,0.947,0.09199999999999997
882161,1.2645,1.066,-0.1984999999999999
885975,1.077,1.01,-0.06699999999999995
886674,0.9219999999999999,1.044,0.12200000000000011
888678,0.993,1.016,0.02300000000000002
889579,0.674,0.62,-0.05400000000000005
894673,0.811,0.775,-0.03600000000000003
894774,0.641,0.558,-0.08299999999999996
896879,0.787,0.9315,0.14449999999999996
898176,0.81,0.8925,0.0824999999999999
899885,1.136,1.191,0.05500000000000016
901038,0.892,0.929,0.03700000000000003
901139,0.745,0.686,-0.05899999999999994
901442,0.882,0.921,0.039000000000000035
908860,1.491,1.047,-0.4440000000000002
910241,0.973,1.113,0.14
910443,1.079,0.671,-0.4079999999999999
917255,0.548,0.6805000000000001,0.13250000000000006
917558,0.983,0.725,-0.258
922854,0.8705,0.7555000000000001,-0.11499999999999999
923755,0.435,0.5415,0.10649999999999998
926862,0.6265000000000001,0.75,0.12349999999999994
927359,0.461,0.625,0.16399999999999998
929464,0.47,0.692,0.22199999999999998
932554,1.2625,0.902,-0.36049999999999993
933253,0.917,0.844,-0.07300000000000006
942658,0.7485,0.6635,-0.08500000000000008
947668,1.3,1.047,-0.2530000000000001
951457,0.828,0.955,0.127
952863,0.706,1.039,0.33299999999999996
955465,1.015,0.952,-0.06299999999999994
957974,0.996,1.089,0.09299999999999997
958976,1.1815,0.743,-0.4385
959574,0.9325000000000001,0.823,-0.10950000000000015
962058,0.874,1.114,0.2400000000000001
965367,0.719,0.645,-0.07399999999999995
965771,0.933,1.7885,0.8554999999999999
966975,1.9195000000000002,1.879,-0.0405000000000002
969476,1.181,0.933,-0.248
970764,0.972,1.0645,0.09250000000000003
971160,0.783,0.905,0.122
972566,0.85,0.943,0.09299999999999997
973770,2.0,1.512,-0.488
979984,0.9755,0.807,-0.16849999999999998
983773,0.654,0.7115,0.057499999999999996
984472,0.796,0.948,0.1519999999999999
987074,0.819,1.081,0.262
987983,0.736,0.7869999999999999,0.050999999999999934
989987,1.193,0.924,-0.269
990366,0.4785,0.486,0.007500000000000007
991267,0.9875,0.759,-0.22850000000000004
992673,1.387,1.096,-0.2909999999999999
992774,0.513,0.56,0.04700000000000004
993675,0.892,1.274,0.382
996782,0.729,0.908,0.17900000000000005
