subj_idx,stim,movie,rt,response
168745,Mental,Scaring.AVI,1.252,1
168745,Mental,SEDUCING-B.AVI,0.578,1
168745,Random,STAR-A.AVI,1.643,0
168745,Mental,SURPRISING-B.AVI,1.082,1
168745,Random,TENNIS-A.AVI,1.232,0
668361,Mental,COAXING-B.AVI,1.796,9
668361,Random,BILLIARD-A.AVI,1.254,0
668361,Random,DRIFTING-A.AVI,0.59,0
668361,Mental,Fishing.AVI,0.993,0
668361,Random,Random mechanical.AVI,0.816,0
165638,Mental,COAXING-B.AVI,0.842,1
165638,Random,BILLIARD-A.AVI,0.921,0
165638,Random,DRIFTING-A.AVI,0.96,0
165638,Mental,Fishing.AVI,2.544,1
165638,Random,Random mechanical.AVI,1.179,0
679770,Mental,Scaring.AVI,0.583,1
679770,Mental,SEDUCING-B.AVI,0.525,1
679770,Random,STAR-A.AVI,0.619,0
679770,Mental,SURPRISING-B.AVI,0.588,1
679770,Random,TENNIS-A.AVI,0.674,0
179548,Mental,COAXING-B.AVI,0.944,1
179548,Random,BILLIARD-A.AVI,0.815,0
179548,Random,DRIFTING-A.AVI,0.554,0
179548,Mental,Fishing.AVI,0.858,1
179548,Random,Random mechanical.AVI,1.223,0
248339,Mental,Scaring.AVI,0.752,1
248339,Mental,SEDUCING-B.AVI,0.824,9
248339,Random,STAR-A.AVI,0.927,0
248339,Mental,SURPRISING-B.AVI,0.932,1
248339,Random,TENNIS-A.AVI,0.839,0
176845,Mental,Scaring.AVI,0.607,1
176845,Mental,SEDUCING-B.AVI,0.377,1
176845,Random,STAR-A.AVI,0.724,0
176845,Mental,SURPRISING-B.AVI,0.833,1
176845,Random,TENNIS-A.AVI,0.578,0
133019,Mental,Scaring.AVI,1.28,1
133019,Mental,SEDUCING-B.AVI,0.594,1
133019,Random,STAR-A.AVI,0.371,0
133019,Mental,SURPRISING-B.AVI,0.981,1
133019,Random,TENNIS-A.AVI,2.104,0
211114,Mental,Scaring.AVI,0.495,1
211114,Mental,SEDUCING-B.AVI,0.799,1
211114,Random,STAR-A.AVI,0.777,0
211114,Mental,SURPRISING-B.AVI,0.557,1
211114,Random,TENNIS-A.AVI,0.468,1
176037,Mental,Scaring.AVI,1.703,9
176037,Mental,SEDUCING-B.AVI,0.848,1
176037,Random,STAR-A.AVI,1.056,0
176037,Mental,SURPRISING-B.AVI,0.742,1
176037,Random,TENNIS-A.AVI,1.077,9
134021,Mental,Scaring.AVI,1.429,1
134021,Mental,SEDUCING-B.AVI,0.922,1
134021,Random,STAR-A.AVI,1.51,1
134021,Mental,SURPRISING-B.AVI,0.821,1
134021,Random,TENNIS-A.AVI,0.895,1
127327,Mental,Scaring.AVI,0.641,1
127327,Mental,SEDUCING-B.AVI,0.834,1
127327,Random,STAR-A.AVI,0.891,0
127327,Mental,SURPRISING-B.AVI,0.715,1
127327,Random,TENNIS-A.AVI,0.339,0
127933,Mental,COAXING-B.AVI,1.102,1
127933,Random,BILLIARD-A.AVI,1.317,0
127933,Random,DRIFTING-A.AVI,1.172,0
127933,Mental,Fishing.AVI,1.092,1
127933,Random,Random mechanical.AVI,2.496,9
709551,Mental,Scaring.AVI,0.568,1
709551,Mental,SEDUCING-B.AVI,0.749,1
709551,Random,STAR-A.AVI,0.606,0
709551,Mental,SURPRISING-B.AVI,0.767,1
709551,Random,TENNIS-A.AVI,0.952,0
123925,Mental,Scaring.AVI,0.863,1
123925,Mental,SEDUCING-B.AVI,0.851,1
123925,Random,STAR-A.AVI,0.691,0
123925,Mental,SURPRISING-B.AVI,0.839,1
123925,Random,TENNIS-A.AVI,2.073,9
479762,Random,BILLIARD-A.AVI,0.67,0
479762,Random,DRIFTING-A.AVI,0.907,0
479762,Mental,Fishing.AVI,2.575,1
479762,Random,Random mechanical.AVI,0.711,1
865363,Mental,Scaring.AVI,0.586,1
865363,Mental,SEDUCING-B.AVI,0.422,1
865363,Random,STAR-A.AVI,0.412,0
865363,Mental,SURPRISING-B.AVI,0.498,1
865363,Random,TENNIS-A.AVI,0.453,0
280739,Mental,Scaring.AVI,1.423,0
280739,Mental,SEDUCING-B.AVI,1.692,1
280739,Random,STAR-A.AVI,0.897,0
280739,Mental,SURPRISING-B.AVI,1.935,1
280739,Random,TENNIS-A.AVI,2.04,9
161327,Mental,COAXING-B.AVI,0.863,1
161327,Random,BILLIARD-A.AVI,0.49,0
161327,Random,DRIFTING-A.AVI,0.439,0
161327,Mental,Fishing.AVI,0.713,1
161327,Random,Random mechanical.AVI,0.656,0
108828,Mental,Scaring.AVI,1.57,1
108828,Mental,SEDUCING-B.AVI,1.565,1
108828,Random,STAR-A.AVI,1.73,0
108828,Mental,SURPRISING-B.AVI,1.713,1
108828,Random,TENNIS-A.AVI,1.523,9
382242,Mental,COAXING-B.AVI,1.031,1
382242,Random,BILLIARD-A.AVI,0.727,0
382242,Random,DRIFTING-A.AVI,1.564,0
382242,Mental,Fishing.AVI,1.764,1
382242,Random,Random mechanical.AVI,2.133,0
203923,Mental,COAXING-B.AVI,1.225,1
203923,Random,BILLIARD-A.AVI,1.816,0
203923,Random,DRIFTING-A.AVI,1.364,0
203923,Mental,Fishing.AVI,2.502,9
203923,Random,Random mechanical.AVI,1.115,0
159239,Mental,Scaring.AVI,0.645,1
159239,Mental,SEDUCING-B.AVI,0.734,1
159239,Random,STAR-A.AVI,0.436,0
159239,Mental,SURPRISING-B.AVI,0.741,1
159239,Random,TENNIS-A.AVI,0.855,9
116221,Mental,COAXING-B.AVI,1.837,1
116221,Random,BILLIARD-A.AVI,1.63,0
116221,Random,DRIFTING-A.AVI,1.69,0
116221,Mental,Fishing.AVI,1.551,1
116221,Random,Random mechanical.AVI,1.113,0
837560,Mental,COAXING-B.AVI,1.443,1
837560,Random,BILLIARD-A.AVI,1.662,9
837560,Random,DRIFTING-A.AVI,1.989,1
837560,Mental,Fishing.AVI,1.379,0
837560,Random,Random mechanical.AVI,1.056,0
171532,Mental,Scaring.AVI,1.277,1
171532,Mental,SEDUCING-B.AVI,0.859,1
171532,Random,STAR-A.AVI,0.721,0
171532,Mental,SURPRISING-B.AVI,1.009,1
171532,Random,TENNIS-A.AVI,0.824,0
160123,Mental,COAXING-B.AVI,0.5,1
160123,Random,BILLIARD-A.AVI,1.4,0
160123,Random,DRIFTING-A.AVI,0.682,0
160123,Random,Random mechanical.AVI,0.836,0
211821,Mental,COAXING-B.AVI,1.37,1
211821,Random,BILLIARD-A.AVI,0.894,0
211821,Random,DRIFTING-A.AVI,1.191,0
211821,Mental,Fishing.AVI,1.356,1
211821,Random,Random mechanical.AVI,1.511,0
559457,Mental,COAXING-B.AVI,0.961,1
559457,Random,BILLIARD-A.AVI,0.915,0
559457,Random,DRIFTING-A.AVI,0.875,0
559457,Mental,Fishing.AVI,0.74,1
559457,Random,Random mechanical.AVI,0.977,9
213522,Mental,COAXING-B.AVI,1.614,1
213522,Random,BILLIARD-A.AVI,1.125,0
213522,Random,DRIFTING-A.AVI,2.217,0
213522,Mental,Fishing.AVI,2.981,1
628248,Mental,COAXING-B.AVI,1.683,1
628248,Random,BILLIARD-A.AVI,1.458,0
628248,Random,DRIFTING-A.AVI,1.212,0
628248,Mental,Fishing.AVI,0.906,1
628248,Random,Random mechanical.AVI,1.92,9
552544,Mental,Scaring.AVI,0.704,1
552544,Mental,SEDUCING-B.AVI,0.968,1
552544,Random,STAR-A.AVI,0.866,0
552544,Mental,SURPRISING-B.AVI,1.214,1
552544,Random,TENNIS-A.AVI,0.578,0
201414,Mental,Scaring.AVI,1.172,1
201414,Mental,SEDUCING-B.AVI,0.786,1
201414,Random,STAR-A.AVI,1.036,0
201414,Mental,SURPRISING-B.AVI,0.769,1
201414,Random,TENNIS-A.AVI,1.309,0
175742,Mental,Scaring.AVI,0.801,1
175742,Mental,SEDUCING-B.AVI,0.837,1
175742,Random,STAR-A.AVI,0.727,0
175742,Mental,SURPRISING-B.AVI,0.905,1
175742,Random,TENNIS-A.AVI,0.921,0
169949,Mental,COAXING-B.AVI,1.392,1
169949,Random,BILLIARD-A.AVI,2.002,0
169949,Random,DRIFTING-A.AVI,0.823,0
169949,Mental,Fishing.AVI,1.221,1
169949,Random,Random mechanical.AVI,0.845,0
130316,Mental,COAXING-B.AVI,1.048,1
130316,Random,BILLIARD-A.AVI,1.863,0
130316,Random,DRIFTING-A.AVI,0.995,0
130316,Mental,Fishing.AVI,1.321,1
130316,Random,Random mechanical.AVI,2.277,9
912447,Mental,Scaring.AVI,1.17,0
912447,Mental,SEDUCING-B.AVI,0.552,1
912447,Random,STAR-A.AVI,0.459,9
912447,Mental,SURPRISING-B.AVI,0.661,1
912447,Random,TENNIS-A.AVI,1.903,0
309636,Mental,Scaring.AVI,1.529,1
309636,Mental,SEDUCING-B.AVI,2.271,1
309636,Random,STAR-A.AVI,0.975,0
309636,Mental,SURPRISING-B.AVI,1.241,1
309636,Random,TENNIS-A.AVI,1.653,0
153732,Mental,COAXING-B.AVI,1.055,1
153732,Random,BILLIARD-A.AVI,1.931,0
153732,Random,DRIFTING-A.AVI,0.64,0
153732,Mental,Fishing.AVI,0.486,0
153732,Random,Random mechanical.AVI,0.798,0
107018,Mental,COAXING-B.AVI,0.904,1
107018,Random,BILLIARD-A.AVI,1.293,0
107018,Random,DRIFTING-A.AVI,0.886,0
107018,Mental,Fishing.AVI,0.974,1
107018,Random,Random mechanical.AVI,1.192,0
654754,Mental,COAXING-B.AVI,1.156,1
654754,Random,BILLIARD-A.AVI,0.793,0
654754,Random,DRIFTING-A.AVI,0.711,0
654754,Mental,Fishing.AVI,0.81,1
654754,Random,Random mechanical.AVI,2.084,0
137532,Mental,COAXING-B.AVI,1.765,1
137532,Random,BILLIARD-A.AVI,2.059,0
137532,Random,DRIFTING-A.AVI,1.494,0
137532,Random,Random mechanical.AVI,1.414,0
135225,Mental,Scaring.AVI,1.037,1
135225,Mental,SEDUCING-B.AVI,1.817,9
135225,Random,STAR-A.AVI,1.321,0
135225,Mental,SURPRISING-B.AVI,0.984,1
135225,Random,TENNIS-A.AVI,1.09,0
550035,Mental,COAXING-B.AVI,0.717,1
550035,Random,BILLIARD-A.AVI,1.64,0
550035,Random,DRIFTING-A.AVI,0.856,0
550035,Mental,Fishing.AVI,2.985,1
214019,Mental,Scaring.AVI,0.979,1
214019,Mental,SEDUCING-B.AVI,1.139,1
214019,Random,STAR-A.AVI,0.955,0
214019,Mental,SURPRISING-B.AVI,1.314,1
214019,Random,TENNIS-A.AVI,1.42,0
728454,Mental,Scaring.AVI,0.929,1
728454,Mental,SEDUCING-B.AVI,1.197,1
728454,Random,STAR-A.AVI,1.464,0
728454,Mental,SURPRISING-B.AVI,0.875,1
728454,Random,TENNIS-A.AVI,1.027,0
907656,Mental,Scaring.AVI,0.843,1
907656,Mental,SEDUCING-B.AVI,1.474,1
907656,Random,STAR-A.AVI,0.485,0
907656,Mental,SURPRISING-B.AVI,0.87,1
144428,Mental,Scaring.AVI,1.882,1
144428,Mental,SEDUCING-B.AVI,0.609,1
144428,Random,STAR-A.AVI,0.497,0
144428,Mental,SURPRISING-B.AVI,1.356,1
144428,Random,TENNIS-A.AVI,0.789,0
188751,Mental,COAXING-B.AVI,1.837,1
188751,Random,BILLIARD-A.AVI,1.16,0
188751,Random,DRIFTING-A.AVI,0.788,0
188751,Mental,Fishing.AVI,0.986,1
188751,Random,Random mechanical.AVI,0.704,0
688569,Mental,Scaring.AVI,0.754,1
688569,Mental,SEDUCING-B.AVI,0.481,1
688569,Random,STAR-A.AVI,0.621,0
688569,Mental,SURPRISING-B.AVI,0.896,1
688569,Random,TENNIS-A.AVI,1.171,0
196851,Mental,COAXING-B.AVI,2.173,1
196851,Random,BILLIARD-A.AVI,0.749,0
196851,Random,DRIFTING-A.AVI,0.693,0
196851,Mental,Fishing.AVI,1.376,0
196851,Random,Random mechanical.AVI,1.407,0
155938,Mental,COAXING-B.AVI,1.317,1
155938,Random,BILLIARD-A.AVI,1.298,9
155938,Random,DRIFTING-A.AVI,1.849,0
155938,Mental,Fishing.AVI,0.923,1
155938,Random,Random mechanical.AVI,0.786,9
978578,Mental,COAXING-B.AVI,0.61,1
978578,Random,BILLIARD-A.AVI,0.663,0
978578,Random,DRIFTING-A.AVI,1.671,0
978578,Mental,Fishing.AVI,1.011,1
978578,Random,Random mechanical.AVI,0.954,0
115825,Mental,Scaring.AVI,1.018,1
115825,Mental,SEDUCING-B.AVI,0.867,1
115825,Random,STAR-A.AVI,1.026,0
115825,Mental,SURPRISING-B.AVI,1.125,1
115825,Random,TENNIS-A.AVI,0.839,9
151526,Mental,COAXING-B.AVI,2.371,1
151526,Random,BILLIARD-A.AVI,1.723,0
151526,Random,DRIFTING-A.AVI,0.845,0
151526,Mental,Fishing.AVI,1.69,1
151526,Random,Random mechanical.AVI,2.161,0
599469,Mental,Scaring.AVI,0.653,1
599469,Mental,SEDUCING-B.AVI,0.511,1
599469,Random,STAR-A.AVI,0.625,0
599469,Mental,SURPRISING-B.AVI,0.491,1
599469,Random,TENNIS-A.AVI,0.843,9
732243,Mental,COAXING-B.AVI,1.673,1
732243,Random,BILLIARD-A.AVI,0.63,0
732243,Random,DRIFTING-A.AVI,0.729,0
732243,Mental,Fishing.AVI,0.877,1
732243,Random,Random mechanical.AVI,1.886,0
192035,Mental,Scaring.AVI,1.638,1
192035,Mental,SEDUCING-B.AVI,0.434,9
192035,Random,STAR-A.AVI,0.272,0
192035,Mental,SURPRISING-B.AVI,0.535,1
192035,Random,TENNIS-A.AVI,1.665,1
180836,Mental,Scaring.AVI,1.351,9
180836,Mental,SEDUCING-B.AVI,0.677,1
180836,Random,STAR-A.AVI,0.627,0
180836,Mental,SURPRISING-B.AVI,0.646,1
180836,Random,TENNIS-A.AVI,0.545,0
298455,Mental,COAXING-B.AVI,1.689,1
298455,Random,BILLIARD-A.AVI,0.666,0
298455,Random,DRIFTING-A.AVI,0.325,0
298455,Mental,Fishing.AVI,0.824,1
298455,Random,Random mechanical.AVI,0.603,9
214524,Mental,Scaring.AVI,0.68,1
214524,Mental,SEDUCING-B.AVI,0.753,1
214524,Random,STAR-A.AVI,0.816,0
214524,Mental,SURPRISING-B.AVI,0.834,1
214524,Random,TENNIS-A.AVI,0.674,0
970764,Mental,COAXING-B.AVI,1.037,1
970764,Random,BILLIARD-A.AVI,1.144,0
970764,Random,DRIFTING-A.AVI,2.908,9
970764,Mental,Fishing.AVI,1.063,1
970764,Random,Random mechanical.AVI,1.27,0
205220,Mental,Scaring.AVI,0.542,1
205220,Mental,SEDUCING-B.AVI,1.073,1
205220,Random,STAR-A.AVI,0.747,0
205220,Mental,SURPRISING-B.AVI,0.608,1
205220,Random,TENNIS-A.AVI,0.678,0
211417,Mental,COAXING-B.AVI,1.694,1
211417,Random,BILLIARD-A.AVI,1.836,0
211417,Random,DRIFTING-A.AVI,1.374,0
211417,Mental,Fishing.AVI,2.15,1
211417,Random,Random mechanical.AVI,1.193,1
782561,Mental,COAXING-B.AVI,1.596,1
782561,Random,BILLIARD-A.AVI,1.566,0
782561,Random,DRIFTING-A.AVI,0.774,0
782561,Mental,Fishing.AVI,0.956,1
782561,Random,Random mechanical.AVI,1.691,0
753251,Mental,Scaring.AVI,0.662,1
753251,Mental,SEDUCING-B.AVI,0.713,1
753251,Random,STAR-A.AVI,0.958,0
753251,Mental,SURPRISING-B.AVI,0.956,1
753251,Random,TENNIS-A.AVI,0.598,0
159340,Mental,Scaring.AVI,0.536,1
159340,Mental,SEDUCING-B.AVI,0.386,1
159340,Random,STAR-A.AVI,0.647,0
159340,Mental,SURPRISING-B.AVI,0.708,1
159340,Random,TENNIS-A.AVI,0.717,0
562345,Mental,Scaring.AVI,1.211,9
562345,Mental,SEDUCING-B.AVI,0.643,1
562345,Random,STAR-A.AVI,0.422,0
562345,Mental,SURPRISING-B.AVI,0.717,1
562345,Random,TENNIS-A.AVI,0.448,9
635245,Mental,COAXING-B.AVI,1.199,1
635245,Random,BILLIARD-A.AVI,1.814,0
635245,Random,DRIFTING-A.AVI,0.989,0
635245,Mental,Fishing.AVI,1.015,1
635245,Random,Random mechanical.AVI,1.194,0
189349,Mental,COAXING-B.AVI,1.604,1
189349,Random,DRIFTING-A.AVI,0.829,0
189349,Mental,Fishing.AVI,0.52,1
189349,Random,Random mechanical.AVI,0.889,0
154734,Mental,Scaring.AVI,0.945,1
154734,Mental,SEDUCING-B.AVI,1.028,1
154734,Random,STAR-A.AVI,0.776,0
154734,Mental,SURPRISING-B.AVI,1.333,1
154734,Random,TENNIS-A.AVI,1.674,0
917255,Mental,COAXING-B.AVI,1.241,1
917255,Random,BILLIARD-A.AVI,0.548,0
917255,Random,DRIFTING-A.AVI,1.579,9
917255,Mental,Fishing.AVI,0.99,1
917255,Random,Random mechanical.AVI,0.676,1
567961,Mental,COAXING-B.AVI,2.387,1
567961,Random,DRIFTING-A.AVI,0.562,0
567961,Mental,Fishing.AVI,0.813,1
567961,Random,Random mechanical.AVI,0.889,0
485757,Mental,COAXING-B.AVI,0.944,1
485757,Random,BILLIARD-A.AVI,2.141,0
485757,Random,DRIFTING-A.AVI,0.6,9
485757,Mental,Fishing.AVI,0.674,1
485757,Random,Random mechanical.AVI,1.628,0
198047,Mental,COAXING-B.AVI,0.932,1
198047,Random,BILLIARD-A.AVI,0.656,0
198047,Random,DRIFTING-A.AVI,0.742,0
198047,Mental,Fishing.AVI,1.199,1
198047,Random,Random mechanical.AVI,0.759,0
352738,Mental,Scaring.AVI,0.485,1
352738,Mental,SEDUCING-B.AVI,0.899,1
352738,Random,STAR-A.AVI,1.292,0
352738,Mental,SURPRISING-B.AVI,0.542,1
352738,Random,TENNIS-A.AVI,1.046,0
108020,Mental,COAXING-B.AVI,1.881,1
108020,Random,BILLIARD-A.AVI,2.091,0
108020,Random,DRIFTING-A.AVI,1.33,0
108020,Mental,Fishing.AVI,1.711,1
108020,Random,Random mechanical.AVI,1.255,9
522434,Mental,Scaring.AVI,0.582,1
522434,Mental,SEDUCING-B.AVI,0.599,1
522434,Random,STAR-A.AVI,0.687,0
522434,Mental,SURPRISING-B.AVI,0.679,1
522434,Random,TENNIS-A.AVI,0.772,0
134829,Mental,COAXING-B.AVI,0.404,1
134829,Random,BILLIARD-A.AVI,0.593,0
134829,Random,DRIFTING-A.AVI,0.693,0
134829,Mental,Fishing.AVI,0.932,1
134829,Random,Random mechanical.AVI,0.913,9
959574,Mental,Scaring.AVI,0.831,1
959574,Mental,SEDUCING-B.AVI,0.64,1
959574,Random,STAR-A.AVI,0.787,0
959574,Mental,SURPRISING-B.AVI,0.762,1
959574,Random,TENNIS-A.AVI,0.72,1
316633,Mental,Scaring.AVI,0.714,1
316633,Mental,SEDUCING-B.AVI,0.593,1
316633,Random,STAR-A.AVI,0.464,0
316633,Mental,SURPRISING-B.AVI,0.517,1
316633,Random,TENNIS-A.AVI,0.901,0
139233,Mental,COAXING-B.AVI,0.79,1
139233,Random,BILLIARD-A.AVI,1.167,0
139233,Random,DRIFTING-A.AVI,1.25,0
139233,Mental,Fishing.AVI,0.749,1
139233,Random,Random mechanical.AVI,0.746,0
182436,Mental,COAXING-B.AVI,1.048,1
182436,Random,BILLIARD-A.AVI,0.704,9
182436,Random,DRIFTING-A.AVI,1.152,0
182436,Mental,Fishing.AVI,1.296,1
182436,Random,Random mechanical.AVI,1.219,9
200210,Mental,Scaring.AVI,0.874,1
200210,Mental,SEDUCING-B.AVI,0.566,1
200210,Random,STAR-A.AVI,0.39,0
200210,Mental,SURPRISING-B.AVI,0.465,1
200210,Random,TENNIS-A.AVI,0.514,0
899885,Mental,COAXING-B.AVI,1.222,1
899885,Random,BILLIARD-A.AVI,1.292,0
899885,Random,DRIFTING-A.AVI,0.993,0
899885,Mental,Fishing.AVI,1.115,1
899885,Random,Random mechanical.AVI,1.136,0
645450,Mental,COAXING-B.AVI,0.907,1
645450,Random,BILLIARD-A.AVI,0.777,0
645450,Random,DRIFTING-A.AVI,0.976,0
645450,Mental,Fishing.AVI,1.728,1
645450,Random,Random mechanical.AVI,1.188,0
192136,Random,BILLIARD-A.AVI,0.63,0
192136,Random,DRIFTING-A.AVI,1.429,9
192136,Mental,Fishing.AVI,1.109,9
192136,Random,Random mechanical.AVI,0.822,0
114217,Mental,Scaring.AVI,1.203,1
114217,Mental,SEDUCING-B.AVI,0.79,1
114217,Random,STAR-A.AVI,0.458,0
114217,Mental,SURPRISING-B.AVI,0.949,1
114217,Random,TENNIS-A.AVI,1.208,1
206525,Mental,COAXING-B.AVI,1.513,1
206525,Random,BILLIARD-A.AVI,1.671,0
206525,Random,DRIFTING-A.AVI,0.979,0
206525,Mental,Fishing.AVI,1.02,1
206525,Random,Random mechanical.AVI,0.981,0
151425,Mental,Scaring.AVI,0.666,1
151425,Mental,SEDUCING-B.AVI,0.589,1
151425,Random,STAR-A.AVI,0.543,0
151425,Mental,SURPRISING-B.AVI,0.688,1
151425,Random,TENNIS-A.AVI,0.507,0
183741,Mental,COAXING-B.AVI,1.146,1
183741,Random,BILLIARD-A.AVI,0.501,0
183741,Random,DRIFTING-A.AVI,0.599,0
183741,Mental,Fishing.AVI,0.652,1
183741,Random,Random mechanical.AVI,1.248,1
803240,Mental,Scaring.AVI,0.658,1
803240,Mental,SEDUCING-B.AVI,0.978,1
803240,Random,STAR-A.AVI,0.41,0
803240,Mental,SURPRISING-B.AVI,1.333,1
803240,Random,TENNIS-A.AVI,1.446,0
122620,Mental,Scaring.AVI,0.702,1
122620,Mental,SEDUCING-B.AVI,0.536,1
122620,Random,STAR-A.AVI,0.643,0
122620,Mental,SURPRISING-B.AVI,0.661,1
122620,Random,TENNIS-A.AVI,0.704,0
103212,Mental,Scaring.AVI,0.903,1
103212,Mental,SEDUCING-B.AVI,0.891,1
103212,Random,STAR-A.AVI,0.79,0
103212,Mental,SURPRISING-B.AVI,0.832,1
103212,Random,TENNIS-A.AVI,1.532,0
146129,Mental,COAXING-B.AVI,1.893,1
146129,Random,BILLIARD-A.AVI,1.091,0
146129,Random,DRIFTING-A.AVI,1.229,0
146129,Mental,Fishing.AVI,1.238,1
146129,Random,Random mechanical.AVI,1.009,9
146735,Mental,COAXING-B.AVI,0.755,1
146735,Random,BILLIARD-A.AVI,1.073,0
146735,Random,DRIFTING-A.AVI,0.559,0
146735,Mental,Fishing.AVI,0.979,1
146735,Random,Random mechanical.AVI,1.322,0
196952,Mental,Scaring.AVI,1.014,1
196952,Mental,SEDUCING-B.AVI,0.631,1
196952,Random,STAR-A.AVI,0.544,0
196952,Mental,SURPRISING-B.AVI,0.497,1
196952,Random,TENNIS-A.AVI,0.559,0
196346,Mental,COAXING-B.AVI,1.0,1
196346,Random,BILLIARD-A.AVI,0.631,0
196346,Random,DRIFTING-A.AVI,0.558,0
196346,Mental,Fishing.AVI,2.145,1
196346,Random,Random mechanical.AVI,0.785,9
109830,Mental,Scaring.AVI,0.782,1
109830,Mental,SEDUCING-B.AVI,0.495,1
109830,Random,STAR-A.AVI,0.506,0
109830,Mental,SURPRISING-B.AVI,0.845,1
109830,Random,TENNIS-A.AVI,0.765,9
112516,Mental,Scaring.AVI,1.412,1
112516,Mental,SEDUCING-B.AVI,0.909,1
112516,Random,STAR-A.AVI,0.642,0
112516,Mental,SURPRISING-B.AVI,0.79,1
112516,Random,TENNIS-A.AVI,1.484,0
138534,Mental,Scaring.AVI,0.665,1
138534,Mental,SEDUCING-B.AVI,0.583,1
138534,Random,STAR-A.AVI,0.415,0
138534,Mental,SURPRISING-B.AVI,0.424,1
138534,Random,TENNIS-A.AVI,1.593,0
137431,Mental,Scaring.AVI,0.737,1
137431,Mental,SEDUCING-B.AVI,0.609,1
137431,Random,STAR-A.AVI,0.751,0
137431,Mental,SURPRISING-B.AVI,1.485,1
137431,Random,TENNIS-A.AVI,0.974,0
536647,Mental,COAXING-B.AVI,0.869,1
536647,Random,BILLIARD-A.AVI,0.998,0
536647,Random,DRIFTING-A.AVI,0.959,0
536647,Random,Random mechanical.AVI,0.432,9
525541,Mental,COAXING-B.AVI,2.827,1
525541,Random,BILLIARD-A.AVI,1.763,0
525541,Random,DRIFTING-A.AVI,0.823,0
525541,Mental,Fishing.AVI,0.77,1
525541,Random,Random mechanical.AVI,1.37,0
896879,Mental,Scaring.AVI,0.984,1
896879,Mental,SEDUCING-B.AVI,0.766,1
896879,Random,STAR-A.AVI,0.61,0
896879,Mental,SURPRISING-B.AVI,0.879,1
896879,Random,TENNIS-A.AVI,0.911,0
135932,Mental,Scaring.AVI,1.217,9
135932,Mental,SEDUCING-B.AVI,0.532,1
135932,Random,STAR-A.AVI,0.388,0
135932,Mental,SURPRISING-B.AVI,0.561,1
135932,Random,TENNIS-A.AVI,0.765,0
212318,Mental,Scaring.AVI,0.816,1
212318,Mental,SEDUCING-B.AVI,0.87,1
212318,Random,STAR-A.AVI,0.553,0
212318,Mental,SURPRISING-B.AVI,0.834,1
212318,Random,TENNIS-A.AVI,0.859,9
153631,Mental,Scaring.AVI,0.64,1
153631,Mental,SEDUCING-B.AVI,0.658,1
153631,Random,STAR-A.AVI,0.633,0
153631,Mental,SURPRISING-B.AVI,0.687,1
153631,Random,TENNIS-A.AVI,0.759,9
971160,Mental,COAXING-B.AVI,0.979,1
971160,Random,BILLIARD-A.AVI,1.038,0
971160,Random,DRIFTING-A.AVI,0.805,0
971160,Mental,Fishing.AVI,0.82,1
971160,Random,Random mechanical.AVI,2.104,9
580560,Mental,Scaring.AVI,2.036,1
580560,Mental,SEDUCING-B.AVI,0.95,1
580560,Random,STAR-A.AVI,0.978,0
580560,Mental,SURPRISING-B.AVI,0.927,1
580560,Random,TENNIS-A.AVI,1.639,0
124422,Mental,COAXING-B.AVI,0.807,1
124422,Random,BILLIARD-A.AVI,0.563,0
124422,Random,DRIFTING-A.AVI,0.548,0
124422,Mental,Fishing.AVI,1.421,1
124422,Random,Random mechanical.AVI,2.546,1
211922,Mental,Scaring.AVI,0.603,1
211922,Mental,SEDUCING-B.AVI,0.375,1
211922,Random,STAR-A.AVI,0.465,0
211922,Mental,SURPRISING-B.AVI,0.709,1
211922,Random,TENNIS-A.AVI,0.835,0
937160,Mental,Scaring.AVI,0.637,1
937160,Mental,SEDUCING-B.AVI,0.626,1
937160,Random,STAR-A.AVI,0.563,0
937160,Mental,SURPRISING-B.AVI,1.021,1
937160,Random,TENNIS-A.AVI,0.86,0
118023,Mental,Scaring.AVI,0.64,1
118023,Mental,SEDUCING-B.AVI,1.147,1
118023,Random,STAR-A.AVI,0.62,0
118023,Mental,SURPRISING-B.AVI,0.987,1
118023,Random,TENNIS-A.AVI,1.12,0
101006,Mental,Scaring.AVI,1.705,1
101006,Mental,SEDUCING-B.AVI,1.538,1
101006,Random,STAR-A.AVI,0.517,0
101006,Mental,SURPRISING-B.AVI,0.94,1
101006,Random,TENNIS-A.AVI,1.479,1
213421,Mental,Scaring.AVI,1.593,1
213421,Mental,SEDUCING-B.AVI,0.904,1
213421,Random,STAR-A.AVI,2.03,0
213421,Mental,SURPRISING-B.AVI,1.002,1
213421,Random,TENNIS-A.AVI,0.919,0
131924,Mental,COAXING-B.AVI,0.772,1
131924,Random,BILLIARD-A.AVI,0.62,0
131924,Random,DRIFTING-A.AVI,0.524,0
131924,Mental,Fishing.AVI,0.979,1
131924,Random,Random mechanical.AVI,0.884,0
548250,Mental,Scaring.AVI,0.837,1
548250,Mental,SEDUCING-B.AVI,0.5,1
548250,Random,STAR-A.AVI,0.398,0
548250,Mental,SURPRISING-B.AVI,1.067,1
548250,Random,TENNIS-A.AVI,0.493,0
833148,Mental,COAXING-B.AVI,1.658,1
833148,Random,BILLIARD-A.AVI,1.599,0
833148,Random,DRIFTING-A.AVI,0.704,0
833148,Mental,Fishing.AVI,0.808,1
