,sub_ind,respDur_keys,respDur_rt,respAfter_keys,respAfter_rt,movie,date,movie_ind,consistency
828,26.0,left,5.796,left,1.514,SURPRISINGB8,2021-07-25_15h09.24.543,8.0,1.0
829,26.0,right,3.58,right,0.619,TENNISA9,2021-07-25_15h09.24.543,9.0,1.0
830,59.0,left,2.627,left,0.8370000000000001,COAXINGB0,2021-07-25_14h51.16.202,0.0,1.0
831,59.0,right,3.3939999999999997,right,0.536,BILLIARDA1,2021-07-25_14h51.16.202,1.0,1.0
832,59.0,right,2.418,right,0.903,DRIFTINGA2,2021-07-25_14h51.16.202,2.0,1.0
833,59.0,left,9.175,,,FISHING3,2021-07-25_14h51.16.202,3.0,0.0
834,59.0,right,3.095,left,0.486,RANDOMMECH4,2021-07-25_14h51.16.202,4.0,-1.0
835,59.0,left,16.374000000000002,left,0.621,SCARING5,2021-07-25_14h51.16.202,5.0,1.0
836,59.0,left,3.792,left,0.40299999999999997,SEDUCINGB6,2021-07-25_14h51.16.202,6.0,1.0
837,59.0,right,5.13,right,0.37799999999999995,STARA7,2021-07-25_14h51.16.202,7.0,1.0
838,59.0,left,6.53,left,0.406,SURPRISINGB8,2021-07-25_14h51.16.202,8.0,1.0
839,59.0,right,3.194,right,0.488,TENNISA9,2021-07-25_14h51.16.202,9.0,1.0
840,95.0,left,3.1806,left,0.5197,COAXINGB0,2021-07-25_08h41.11.499,0.0,1.0
841,95.0,right,1.535,right,1.7673,BILLIARDA1,2021-07-25_08h41.11.499,1.0,1.0
842,95.0,right,2.8783,right,1.3078,DRIFTINGA2,2021-07-25_08h41.11.499,2.0,1.0
843,95.0,left,3.1183,left,1.1218,FISHING3,2021-07-25_08h41.11.499,3.0,1.0
844,95.0,right,1.5862,right,1.2563,RANDOMMECH4,2021-07-25_08h41.11.499,4.0,1.0
845,95.0,left,3.8351,left,0.7381,SCARING5,2021-07-25_08h41.11.499,5.0,1.0
846,95.0,left,2.3105,left,0.4983,SEDUCINGB6,2021-07-25_08h41.11.499,6.0,1.0
847,95.0,right,2.963,down,0.7797,STARA7,2021-07-25_08h41.11.499,7.0,0.5
848,95.0,left,4.5053,left,1.1893,SURPRISINGB8,2021-07-25_08h41.11.499,8.0,1.0
849,95.0,right,1.7741,right,0.8678,TENNISA9,2021-07-25_08h41.11.499,9.0,1.0
850,89.0,left,7.3146,left,1.0226,COAXINGB0,2021-07-25_08h40.54.893,0.0,1.0
851,89.0,right,5.8764,right,1.597,BILLIARDA1,2021-07-25_08h40.54.893,1.0,1.0
852,89.0,right,7.449,right,0.8232,DRIFTINGA2,2021-07-25_08h40.54.893,2.0,1.0
853,89.0,left,13.6992,left,1.4022,FISHING3,2021-07-25_08h40.54.893,3.0,1.0
854,89.0,right,7.2094,right,0.8588,RANDOMMECH4,2021-07-25_08h40.54.893,4.0,1.0
855,89.0,left,11.6932,left,0.9587,SCARING5,2021-07-25_08h40.54.893,5.0,1.0
856,89.0,left,5.1248,left,1.3698,SEDUCINGB6,2021-07-25_08h40.54.893,6.0,1.0
857,89.0,right,6.2136,right,1.0587,STARA7,2021-07-25_08h40.54.893,7.0,1.0
858,89.0,left,14.2912,left,0.7916,SURPRISINGB8,2021-07-25_08h40.54.893,8.0,1.0
859,89.0,right,4.3838,right,1.1754,TENNISA9,2021-07-25_08h40.54.893,9.0,1.0
860,19.0,left,2.4637,left,0.336,COAXINGB0,2021-07-25_09h37.43.110,0.0,1.0
861,19.0,right,5.6494,right,0.3683,BILLIARDA1,2021-07-25_09h37.43.110,1.0,1.0
862,19.0,right,9.6231,right,0.4693,DRIFTINGA2,2021-07-25_09h37.43.110,2.0,1.0
863,19.0,left,16.0692,left,0.6786,FISHING3,2021-07-25_09h37.43.110,3.0,1.0
864,19.0,right,10.2832,right,0.435,RANDOMMECH4,2021-07-25_09h37.43.110,4.0,1.0
865,19.0,left,17.2199,left,1.0006,SCARING5,2021-07-25_09h37.43.110,5.0,1.0
866,19.0,left,5.8683,left,0.4649,SEDUCINGB6,2021-07-25_09h37.43.110,6.0,1.0
867,19.0,right,10.7263,right,0.6045,STARA7,2021-07-25_09h37.43.110,7.0,1.0
868,19.0,left,6.7838,left,0.5683,SURPRISINGB8,2021-07-25_09h37.43.110,8.0,1.0
869,19.0,right,4.8018,right,0.4346,TENNISA9,2021-07-25_09h37.43.110,9.0,1.0
870,51.0,left,4.9876,left,0.7685,COAXINGB0,2021-07-25_14h49.27.706,0.0,1.0
871,51.0,right,2.642,right,1.0367,BILLIARDA1,2021-07-25_14h49.27.706,1.0,1.0
872,51.0,right,3.7738,right,0.4794,DRIFTINGA2,2021-07-25_14h49.27.706,2.0,1.0
873,51.0,left,4.604,left,0.7412,FISHING3,2021-07-25_14h49.27.706,3.0,1.0
874,51.0,right,2.1703,right,0.5178,RANDOMMECH4,2021-07-25_14h49.27.706,4.0,1.0
875,51.0,left,16.4563,left,0.7911,SCARING5,2021-07-25_14h49.27.706,5.0,1.0
876,51.0,left,3.1926,left,0.5448,SEDUCINGB6,2021-07-25_14h49.27.706,6.0,1.0
877,51.0,right,1.8387,right,0.8675,STARA7,2021-07-25_14h49.27.706,7.0,1.0
878,51.0,left,2.8253,left,1.1186,SURPRISINGB8,2021-07-25_14h49.27.706,8.0,1.0
879,51.0,right,3.2261,right,0.5135,TENNISA9,2021-07-25_14h49.27.706,9.0,1.0
880,68.0,left,3.2286,left,0.4844,COAXINGB0,2021-07-25_14h51.07.574,0.0,1.0
881,68.0,right,9.1834,down,0.5223,BILLIARDA1,2021-07-25_14h51.07.574,1.0,0.5
882,68.0,left,11.2715,left,0.4812,DRIFTINGA2,2021-07-25_14h51.07.574,2.0,1.0
883,68.0,left,14.8481,left,1.3025,FISHING3,2021-07-25_14h51.07.574,3.0,1.0
884,68.0,right,12.3491,left,0.3463,RANDOMMECH4,2021-07-25_14h51.07.574,4.0,-1.0
885,68.0,left,14.3145,left,0.6842,SCARING5,2021-07-25_14h51.07.574,5.0,1.0
886,68.0,left,7.7421,left,0.3417,SEDUCINGB6,2021-07-25_14h51.07.574,6.0,1.0
887,68.0,right,4.5778,right,0.5455,STARA7,2021-07-25_14h51.07.574,7.0,1.0
888,68.0,left,6.765,left,0.4684,SURPRISINGB8,2021-07-25_14h51.07.574,8.0,1.0
889,68.0,right,6.829,left,0.8977,TENNISA9,2021-07-25_14h51.07.574,9.0,-1.0
890,96.0,left,4.7534,left,1.7694,COAXINGB0,2021-07-25_08h35.50.750,0.0,1.0
891,96.0,right,3.8676,right,1.9963,BILLIARDA1,2021-07-25_08h35.50.750,1.0,1.0
892,96.0,right,4.0761,right,1.084,DRIFTINGA2,2021-07-25_08h35.50.750,2.0,1.0
893,96.0,left,10.6152,left,1.2045,FISHING3,2021-07-25_08h35.50.750,3.0,1.0
894,96.0,right,7.4836,right,0.8989,RANDOMMECH4,2021-07-25_08h35.50.750,4.0,1.0
895,96.0,left,16.9238,left,0.654,SCARING5,2021-07-25_08h35.50.750,5.0,1.0
896,96.0,left,8.2671,left,0.5069,SEDUCINGB6,2021-07-25_08h35.50.750,6.0,1.0
897,96.0,right,5.1677,right,0.9847,STARA7,2021-07-25_08h35.50.750,7.0,1.0
898,96.0,left,6.7408,left,0.8363,SURPRISINGB8,2021-07-25_08h35.50.750,8.0,1.0
899,96.0,right,5.0278,right,1.1582,TENNISA9,2021-07-25_08h35.50.750,9.0,1.0
900,11.0,left,4.2524,left,0.8165,COAXINGB0,2021-07-25_14h53.03.623,0.0,1.0
901,11.0,right,4.1687,right,0.4077,BILLIARDA1,2021-07-25_14h53.03.623,1.0,1.0
902,11.0,right,5.2866,right,0.7206,DRIFTINGA2,2021-07-25_14h53.03.623,2.0,1.0
903,11.0,left,6.1058,left,1.6997,FISHING3,2021-07-25_14h53.03.623,3.0,1.0
904,11.0,right,5.1017,right,0.5734,RANDOMMECH4,2021-07-25_14h53.03.623,4.0,1.0
905,11.0,left,16.4416,left,0.6724,SCARING5,2021-07-25_14h53.03.623,5.0,1.0
906,11.0,left,4.6533,left,0.5842,SEDUCINGB6,2021-07-25_14h53.03.623,6.0,1.0
907,11.0,right,2.6567,right,0.5045,STARA7,2021-07-25_14h53.03.623,7.0,1.0
908,11.0,left,6.206,left,0.8504,SURPRISINGB8,2021-07-25_14h53.03.623,8.0,1.0
909,11.0,right,3.2866,right,0.5015,TENNISA9,2021-07-25_14h53.03.623,9.0,1.0
910,62.0,left,4.7672,left,1.0687,COAXINGB0,2021-07-25_14h55.49.874,0.0,1.0
911,62.0,right,2.3191,right,0.5908,BILLIARDA1,2021-07-25_14h55.49.874,1.0,1.0
912,62.0,right,5.3225,right,1.1853,DRIFTINGA2,2021-07-25_14h55.49.874,2.0,1.0
913,62.0,left,5.9542,left,0.5335,FISHING3,2021-07-25_14h55.49.874,3.0,1.0
914,62.0,right,8.7927,right,0.871,RANDOMMECH4,2021-07-25_14h55.49.874,4.0,1.0
915,62.0,right,9.8772,left,1.0354,SCARING5,2021-07-25_14h55.49.874,5.0,-1.0
916,62.0,left,6.9231,left,0.4212,SEDUCINGB6,2021-07-25_14h55.49.874,6.0,1.0
917,62.0,right,4.1389,right,0.3518,STARA7,2021-07-25_14h55.49.874,7.0,1.0
918,62.0,left,6.5184,left,0.5046,SURPRISINGB8,2021-07-25_14h55.49.874,8.0,1.0
919,62.0,right,3.6036,down,0.5529,TENNISA9,2021-07-25_14h55.49.874,9.0,0.5
920,98.0,left,7.961,left,0.9129999999999999,COAXINGB0,2021-07-25_09h53.03.485,0.0,1.0
921,98.0,right,10.067,right,0.611,BILLIARDA1,2021-07-25_09h53.03.485,1.0,1.0
922,98.0,right,9.431000000000001,right,0.89,DRIFTINGA2,2021-07-25_09h53.03.485,2.0,1.0
924,98.0,right,6.9639999999999995,right,2.031,RANDOMMECH4,2021-07-25_09h53.03.485,4.0,1.0
925,98.0,left,10.035,left,1.524,SCARING5,2021-07-25_09h53.03.485,5.0,1.0
926,98.0,left,7.027,left,0.6659999999999999,SEDUCINGB6,2021-07-25_09h53.03.485,6.0,1.0
927,98.0,right,8.94,right,0.784,STARA7,2021-07-25_09h53.03.485,7.0,1.0
928,98.0,left,6.386,left,1.062,SURPRISINGB8,2021-07-25_09h53.03.485,8.0,1.0
929,98.0,right,7.104,right,0.434,TENNISA9,2021-07-25_09h53.03.485,9.0,1.0
930,85.0,left,2.86,left,0.349,COAXINGB0,2021-07-25_14h42.40.825,0.0,1.0
931,85.0,right,3.2939999999999996,right,0.177,BILLIARDA1,2021-07-25_14h42.40.825,1.0,1.0
932,85.0,right,3.9160000000000004,right,0.8590000000000001,DRIFTINGA2,2021-07-25_14h42.40.825,2.0,1.0
933,85.0,left,7.434,left,0.47700000000000004,FISHING3,2021-07-25_14h42.40.825,3.0,1.0
934,85.0,right,3.074,right,0.405,RANDOMMECH4,2021-07-25_14h42.40.825,4.0,1.0
935,85.0,left,7.776,left,0.7509999999999999,SCARING5,2021-07-25_14h42.40.825,5.0,1.0
936,85.0,left,2.673,left,0.7,SEDUCINGB6,2021-07-25_14h42.40.825,6.0,1.0
937,85.0,right,2.5269999999999997,right,0.667,STARA7,2021-07-25_14h42.40.825,7.0,1.0
938,85.0,left,2.734,left,0.583,SURPRISINGB8,2021-07-25_14h42.40.825,8.0,1.0
939,85.0,right,3.069,right,0.65,TENNISA9,2021-07-25_14h42.40.825,9.0,1.0
950,0.0,left,2.477,down,1.8075,COAXINGB0,2021-07-25_14h54.35.263,0.0,0.5
951,0.0,right,7.0971,right,2.5142,BILLIARDA1,2021-07-25_14h54.35.263,1.0,1.0
952,0.0,right,8.9648,right,2.6698,DRIFTINGA2,2021-07-25_14h54.35.263,2.0,1.0
953,0.0,right,19.1442,right,1.3852,FISHING3,2021-07-25_14h54.35.263,3.0,1.0
954,0.0,left,16.0108,left,1.7829,RANDOMMECH4,2021-07-25_14h54.35.263,4.0,1.0
955,0.0,right,8.2645,right,1.1343,SCARING5,2021-07-25_14h54.35.263,5.0,1.0
956,0.0,left,2.9133,left,0.9961,SEDUCINGB6,2021-07-25_14h54.35.263,6.0,1.0
957,0.0,right,8.942,right,0.7190000000000001,STARA7,2021-07-25_14h54.35.263,7.0,1.0
958,0.0,right,7.55,left,0.6304,SURPRISINGB8,2021-07-25_14h54.35.263,8.0,-1.0
959,0.0,right,17.8154,right,0.9228,TENNISA9,2021-07-25_14h54.35.263,9.0,1.0
960,32.0,left,3.3789999999999996,left,0.603,COAXINGB0,2021-07-25_06h52.13.337,0.0,1.0
961,32.0,right,3.699,right,0.536,BILLIARDA1,2021-07-25_06h52.13.337,1.0,1.0
962,32.0,right,5.3,right,0.888,DRIFTINGA2,2021-07-25_06h52.13.337,2.0,1.0
963,32.0,left,8.267999999999999,left,0.687,FISHING3,2021-07-25_06h52.13.337,3.0,1.0
964,32.0,left,13.030999999999999,left,0.741,RANDOMMECH4,2021-07-25_06h52.13.337,4.0,1.0
965,32.0,left,16.333,left,0.991,SCARING5,2021-07-25_06h52.13.337,5.0,1.0
966,32.0,left,5.33,left,0.633,SEDUCINGB6,2021-07-25_06h52.13.337,6.0,1.0
967,32.0,right,6.757999999999999,right,0.701,STARA7,2021-07-25_06h52.13.337,7.0,1.0
968,32.0,left,7.803999999999999,left,0.684,SURPRISINGB8,2021-07-25_06h52.13.337,8.0,1.0
969,32.0,left,16.709,down,1.197,TENNISA9,2021-07-25_06h52.13.337,9.0,0.5
970,14.0,left,5.2504,left,1.001,COAXINGB0,2021-07-25_09h51.36.290,0.0,1.0
971,14.0,right,5.7245,right,1.0356,BILLIARDA1,2021-07-25_09h51.36.290,1.0,1.0
972,14.0,right,10.8431,right,0.6201,DRIFTINGA2,2021-07-25_09h51.36.290,2.0,1.0
973,14.0,left,11.0251,left,0.8931,FISHING3,2021-07-25_09h51.36.290,3.0,1.0
974,14.0,right,14.494000000000002,right,1.2722,RANDOMMECH4,2021-07-25_09h51.36.290,4.0,1.0
975,14.0,left,12.91,left,0.5533,SCARING5,2021-07-25_09h51.36.290,5.0,1.0
976,14.0,left,6.4565,left,0.4015,SEDUCINGB6,2021-07-25_09h51.36.290,6.0,1.0
977,14.0,right,7.9911,right,1.32,STARA7,2021-07-25_09h51.36.290,7.0,1.0
978,14.0,left,7.7056,left,0.4694,SURPRISINGB8,2021-07-25_09h51.36.290,8.0,1.0
979,14.0,right,7.1263,right,1.1689,TENNISA9,2021-07-25_09h51.36.290,9.0,1.0
980,78.0,left,4.6432,left,0.3853,COAXINGB0,2021-07-25_14h55.23.086,0.0,1.0
981,78.0,right,4.0680000000000005,right,0.4169,BILLIARDA1,2021-07-25_14h55.23.086,1.0,1.0
982,78.0,right,9.2953,right,0.4215,DRIFTINGA2,2021-07-25_14h55.23.086,2.0,1.0
983,78.0,left,12.8269,left,0.7845,FISHING3,2021-07-25_14h55.23.086,3.0,1.0
984,78.0,right,11.6513,right,0.6843,RANDOMMECH4,2021-07-25_14h55.23.086,4.0,1.0
985,78.0,left,10.1975,left,0.7679,SCARING5,2021-07-25_14h55.23.086,5.0,1.0
986,78.0,left,7.8605,left,0.6179,SEDUCINGB6,2021-07-25_14h55.23.086,6.0,1.0
987,78.0,right,6.7764,right,0.45299999999999996,STARA7,2021-07-25_14h55.23.086,7.0,1.0
988,78.0,left,8.4959,left,1.0845,SURPRISINGB8,2021-07-25_14h55.23.086,8.0,1.0
989,78.0,right,9.0143,down,0.9173,TENNISA9,2021-07-25_14h55.23.086,9.0,0.5
990,9.0,left,8.1837,left,2.3605,COAXINGB0,2021-07-25_14h57.00.228,0.0,1.0
991,9.0,right,7.1556,right,1.811,BILLIARDA1,2021-07-25_14h57.00.228,1.0,1.0
992,9.0,right,7.7979,right,1.4771,DRIFTINGA2,2021-07-25_14h57.00.228,2.0,1.0
993,9.0,left,13.1377,left,1.8218,FISHING3,2021-07-25_14h57.00.228,3.0,1.0
994,9.0,right,7.9954,right,1.3134,RANDOMMECH4,2021-07-25_14h57.00.228,4.0,1.0
995,9.0,left,19.1042,left,0.6102,SCARING5,2021-07-25_14h57.00.228,5.0,1.0
996,9.0,left,8.5434,left,0.7793,SEDUCINGB6,2021-07-25_14h57.00.228,6.0,1.0
997,9.0,right,5.6555,right,1.2935,STARA7,2021-07-25_14h57.00.228,7.0,1.0
998,9.0,left,6.481,left,0.6013,SURPRISINGB8,2021-07-25_14h57.00.228,8.0,1.0
999,9.0,right,4.859,right,0.6269,TENNISA9,2021-07-25_14h57.00.228,9.0,1.0
1000,69.0,left,2.3728,left,0.4382,COAXINGB0,2021-07-25_14h45.48.361,0.0,1.0
1001,69.0,right,1.3925,right,0.3129,BILLIARDA1,2021-07-25_14h45.48.361,1.0,1.0
1002,69.0,right,4.4541,right,1.0351,DRIFTINGA2,2021-07-25_14h45.48.361,2.0,1.0
1003,69.0,left,4.6392,left,0.6016,FISHING3,2021-07-25_14h45.48.361,3.0,1.0
1004,69.0,right,3.0876,right,0.3112,RANDOMMECH4,2021-07-25_14h45.48.361,4.0,1.0
1005,69.0,right,6.4270000000000005,left,0.3694,SCARING5,2021-07-25_14h45.48.361,5.0,-1.0
1006,69.0,left,2.3883,left,0.4258,SEDUCINGB6,2021-07-25_14h45.48.361,6.0,1.0
1007,69.0,right,2.3801,right,0.4216,STARA7,2021-07-25_14h45.48.361,7.0,1.0
1008,69.0,left,2.4868,left,0.5179,SURPRISINGB8,2021-07-25_14h45.48.361,8.0,1.0
1009,69.0,right,2.3874,left,0.3734,TENNISA9,2021-07-25_14h45.48.361,9.0,-1.0
1010,37.0,right,0.1908,left,1.3016,COAXINGB0,2021-07-25_16h57.42.386,0.0,-1.0
1011,37.0,right,12.8492,,,BILLIARDA1,2021-07-25_16h57.42.386,1.0,0.0
1012,37.0,left,11.0946,left,0.9667,DRIFTINGA2,2021-07-25_16h57.42.386,2.0,1.0
1013,37.0,left,3.5944,left,1.024,FISHING3,2021-07-25_16h57.42.386,3.0,1.0
1014,37.0,right,11.2737,right,0.642,RANDOMMECH4,2021-07-25_16h57.42.386,4.0,1.0
1015,37.0,left,7.7407,left,0.6961,SCARING5,2021-07-25_16h57.42.386,5.0,1.0
1016,37.0,left,4.9845,left,0.5743,SEDUCINGB6,2021-07-25_16h57.42.386,6.0,1.0
1017,37.0,left,4.8256,,,STARA7,2021-07-25_16h57.42.386,7.0,0.0
1018,37.0,left,0.6884,left,1.4177,SURPRISINGB8,2021-07-25_16h57.42.386,8.0,1.0
1019,37.0,left,4.3912,left,1.0689,TENNISA9,2021-07-25_16h57.42.386,9.0,1.0
